:ID,:LABEL,statement_id,full_name,first_name,last_name,age,date_of_birth,gender,occupation,employer,phone,alt_phone,email,residential_address,city,state,zip_code,statement_date,statement_id_ref,claim_id,incident_state,distance_from_scene_ft,relationship_to_claimant,deposition_ready,willing_to_testify,reliability_score,reliability_note,prior_testimony_count,prior_testimony_flag,criminal_record_flag,statement_recorded,statement_notarized,cross_claim_appearance_count,contacted_by_attorney,credibility_flag,same_name_claims_count,professional_witness_flag,same_phone_claims_count,same_address_claims_count,compensation_received_flag,coached_statement_flag
WS-927205-W1,Witness,WS-927205-W1,Mark King,Mark,King,37,10/1/1978,Female,Rideshare Driver,City of Charleston,(833) 921-9442,(489) 208-7533,mark.king@outlook.com,"169 Cedar Ave, Charleston, WV",Charleston,WV,29609,2/16/2015,WS-927205-W1,CLM-927205,WV,70,Passerby,Yes,Yes,66,Corroborated by dashcam,5,Yes,No,Written,Yes,1,No,MEDIUM,2,No,1,1,No,No
WS-655356-W1,Witness,WS-655356-W1,Ashley Clark,Ashley,Clark,49,9/2/1966,Female,Cyclist,City of Albany,(446) 514-3211,,ashley.clark@gmail.com,"3174 Main Dr, Albany, NY",Albany,NY,84089,2/25/2015,WS-655356-W1,CLM-655356,NY,392,Stranger/Bystander,No,Yes,63,Consistent with physical evidence,3,Yes,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-655356-W2,Witness,WS-655356-W2,Angela Adams,Angela,Adams,43,8/28/1972,Female,Nearby Shop Owner,Self-Employed,(934) 855-9874,,angela.adams@gmail.com,"2210 Pine Dr, New York, NY",New York,NY,38771,2/25/2015,WS-655356-W2,CLM-655356,NY,439,Unknown,Unknown,No,55,No prior testimony history,0,No,No,Audio,No,1,No,MEDIUM,4,Yes,1,1,No,Yes
WS-831053-W1,Witness,WS-831053-W1,Christopher Mitchell,Christopher,Mitchell,58,7/15/1957,Female,Food Truck Vendor,City of Spartanburg,(736) 916-2587,(859) 651-6306,christopher.mitchell@yahoo.com,"9240 Maple Dr, Spartanburg, SC",Spartanburg,SC,87674,1/21/2015,WS-831053-W1,CLM-831053,SC,247,Unknown,Unknown,Unknown,79,No prior testimony history,3,Yes,No,Written,No,1,No,HIGH,1,No,1,1,No,No
WS-831053-W2,Witness,WS-831053-W2,Angela Young,Angela,Young,44,10/9/1971,Female,Real Estate Agent Who Had Just Parked,Private Company,(900) 419-5073,(497) 368-9699,angela.young@gmail.com,"4445 Main St, Greenville, SC",Greenville,SC,90417,1/21/2015,WS-831053-W2,CLM-831053,SC,353,Stranger/Bystander,Yes,Unknown,64,Prior testimony flagged,0,No,No,Audio,No,1,No,MEDIUM,5,Yes,1,1,No,Yes
WS-432740-W1,Witness,WS-432740-W1,Michelle Green,Michelle,Green,33,9/12/1982,Male,Dog Walker,City of Albany,(404) 300-8719,,michelle.green@outlook.com,"9113 Cedar Dr, Albany, NY",Albany,NY,62659,1/28/2015,WS-432740-W1,CLM-432740,NY,16,Neighbor,Yes,Yes,67,Consistent with physical evidence,2,No,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-594988-W1,Witness,WS-594988-W1,Laura Evans,Laura,Evans,36,1/28/1979,Male,Nurse Heading To Work,Retired,(429) 851-9668,,laura.evans@gmail.com,"2643 Main St, Spartanburg, SC",Spartanburg,SC,89607,2/10/2015,WS-594988-W1,CLM-594988,SC,435,Stranger/Bystander,Unknown,Yes,70,Statement matches police report,2,No,Yes,Written,No,1,No,MEDIUM,6,Yes,1,1,No,No
WS-594988-W2,Witness,WS-594988-W2,Brian Evans,Brian,Evans,51,1/15/1964,Female,Postal Worker Making Deliveries,Unemployed,(937) 383-9176,,brian.evans@yahoo.com,"7091 Main Blvd, Greenville, SC",Greenville,SC,37980,2/10/2015,WS-594988-W2,CLM-594988,SC,113,Stranger/Bystander,No,Yes,68,No prior testimony history,3,Yes,No,,No,1,No,MEDIUM,3,Yes,1,1,No,No
WS-979544-W1,Witness,WS-979544-W1,Michelle Ramirez,Michelle,Ramirez,28,12/25/1987,Female,Delivery Driver,Private Company,(536) 289-9003,,michelle.ramirez@yahoo.com,"8970 Maple Ave, Buffalo, NY",Buffalo,NY,98622,1/18/2015,WS-979544-W1,CLM-979544,NY,80,Stranger/Bystander,Yes,Yes,78,Corroborated by dashcam,0,No,No,Written,No,1,No,HIGH,4,Yes,1,1,Yes,No
WS-979544-W2,Witness,WS-979544-W2,Ashley Lewis,Ashley,Lewis,35,1/5/1980,Male,Nurse Heading To Work,Private Company,(213) 608-7769,(335) 525-7546,ashley.lewis@gmail.com,"2407 Main Ave, Albany, NY",Albany,NY,33236,1/18/2015,WS-979544-W2,CLM-979544,NY,131,Coworker,Unknown,Yes,97,Statement matches police report,5,Yes,No,Written,No,1,No,HIGH,3,Yes,1,1,No,No
WS-831479-W1,Witness,WS-831479-W1,Daniel Jones,Daniel,Jones,22,7/24/1993,Female,Rideshare Driver,County Government,(204) 205-7082,,daniel.jones@outlook.com,"8474 Pine Dr, New York, NY",New York,NY,29944,1/31/2015,WS-831479-W1,CLM-831479,NY,166,Friend of Claimant,No,Yes,48,No prior testimony history,2,No,No,Written,Yes,1,Yes,LOW,3,Yes,1,1,No,No
WS-831479-W2,Witness,WS-831479-W2,Laura Evans,Laura,Evans,58,3/20/1957,Female,Retired Police Officer Walking Their Dog,Retired,(695) 812-8448,(629) 887-2401,laura.evans@yahoo.com,"5733 Maple Ave, Buffalo, NY",Buffalo,NY,90740,1/31/2015,WS-831479-W2,CLM-831479,NY,346,Passerby,No,Yes,97,Statement matches police report,2,No,No,Written,No,1,Yes,HIGH,6,Yes,1,1,Yes,Yes
WS-831479-W3,Witness,WS-831479-W3,Brian Allen,Brian,Allen,63,11/1/1952,Male,Construction Worker,Unemployed,(783) 643-7071,(345) 748-9975,brian.allen@yahoo.com,"887 Cedar Ave, Rochester, NY",Rochester,NY,41046,1/31/2015,WS-831479-W3,CLM-831479,NY,484,Unknown,Unknown,Unknown,95,Inconsistency in timeline,3,Yes,Yes,Audio,No,1,No,HIGH,4,Yes,1,1,Yes,No
WS-326289-W1,Witness,WS-326289-W1,Christopher Evans,Christopher,Evans,35,4/28/1980,Male,Nearby Shop Owner,Retired,(443) 733-8646,(961) 757-3031,christopher.evans@outlook.com,"7168 Maple Blvd, New York, NY",New York,NY,69122,2/13/2015,WS-326289-W1,CLM-326289,NY,77,Stranger/Bystander,Yes,Yes,72,Statement matches police report,5,Yes,No,,Yes,1,Yes,MEDIUM,1,No,1,1,No,No
WS-779156-W1,Witness,WS-779156-W1,Steven King,Steven,King,65,11/19/1950,Male,Food Truck Vendor,City of Virginia Beach,(761) 454-7483,(675) 766-9433,steven.king@outlook.com,"3748 Main St, Virginia Beach, VA",Virginia Beach,VA,80889,1/3/2015,WS-779156-W1,CLM-779156,VA,218,Neighbor,No,Yes,64,Corroborated by dashcam,5,Yes,No,Written,Yes,1,No,MEDIUM,3,Yes,1,1,Yes,Yes
WS-473338-W1,Witness,WS-473338-W1,Kevin Green,Kevin,Green,35,12/20/1980,Male,Jogger,Unemployed,(538) 426-3725,,kevin.green@outlook.com,"7099 Oak Ave, Raleigh, NC",Raleigh,NC,24090,2/14/2015,WS-473338-W1,CLM-473338,NC,26,Stranger/Bystander,Unknown,Yes,97,No prior testimony history,4,Yes,No,,No,1,No,HIGH,3,Yes,1,1,No,No
WS-521694-W1,Witness,WS-521694-W1,Amanda Mitchell,Amanda,Mitchell,20,7/15/1995,Male,Jogger,County Government,(636) 643-5913,(593) 669-2563,amanda.mitchell@gmail.com,"8250 Cedar Ave, Charleston, SC",Charleston,SC,37613,1/20/2015,WS-521694-W1,CLM-521694,SC,159,Unknown,Yes,Yes,82,Corroborated by dashcam,4,Yes,No,Audio,Yes,1,No,HIGH,2,No,1,1,No,No
WS-521694-W2,Witness,WS-521694-W2,Steven Mitchell,Steven,Mitchell,28,10/25/1987,Female,Nurse Heading To Work,Self-Employed,(791) 247-1050,(992) 366-6435,steven.mitchell@yahoo.com,"4604 Oak St, Charleston, SC",Charleston,SC,31121,1/20/2015,WS-521694-W2,CLM-521694,SC,175,Unknown,No,Yes,56,Consistent with physical evidence,1,No,No,Written,Yes,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-136520-W1,Witness,WS-136520-W1,Karen Hill,Karen,Hill,42,12/24/1973,Male,Nearby Shop Owner,Retired,(372) 707-3550,(372) 398-3309,karen.hill@gmail.com,"2948 Maple Blvd, Huntington, WV",Huntington,WV,35441,1/18/2015,WS-136520-W1,CLM-136520,WV,497,Friend of Claimant,Yes,No,40,Corroborated by dashcam,0,No,No,Written,Yes,1,No,LOW,4,Yes,1,1,No,No
WS-136520-W2,Witness,WS-136520-W2,Robert Wright,Robert,Wright,62,9/11/1953,Female,Real Estate Agent Who Had Just Parked,Retired,(554) 478-1969,,robert.wright@yahoo.com,"7709 Cedar Ave, Charleston, WV",Charleston,WV,82830,1/18/2015,WS-136520-W2,CLM-136520,WV,253,Passerby,Unknown,Unknown,63,Statement matches police report,3,Yes,No,,No,1,No,MEDIUM,2,No,1,1,No,No
WS-730819-W1,Witness,WS-730819-W1,Thomas Carter,Thomas,Carter,30,10/28/1985,Male,Pedestrian,Retired,(966) 771-7776,,thomas.carter@yahoo.com,"1808 Oak Ave, Charleston, SC",Charleston,SC,87654,1/3/2015,WS-730819-W1,CLM-730819,SC,487,Stranger/Bystander,No,No,56,Statement matches police report,1,No,No,Written,No,1,Yes,MEDIUM,4,Yes,1,1,No,No
WS-730819-W2,Witness,WS-730819-W2,Ryan King,Ryan,King,67,4/18/1948,Female,Cyclist,Private Company,(673) 251-5033,,ryan.king@yahoo.com,"4546 Cedar Blvd, Spartanburg, SC",Spartanburg,SC,80293,1/3/2015,WS-730819-W2,CLM-730819,SC,155,Unknown,Yes,Yes,89,Consistent with physical evidence,0,No,No,Written,Yes,1,No,HIGH,4,Yes,3,1,No,No
WS-730819-W3,Witness,WS-730819-W3,Linda Campbell,Linda,Campbell,61,5/19/1954,Male,Nurse Heading To Work,Retired,(613) 740-3332,(244) 613-8570,linda.campbell@gmail.com,"1196 Cedar Dr, Charleston, SC",Charleston,SC,79805,1/3/2015,WS-730819-W3,CLM-730819,SC,204,Unknown,Unknown,Yes,68,Prior testimony flagged,5,Yes,No,,Yes,1,No,MEDIUM,5,Yes,1,1,Yes,Yes
WS-912665-W1,Witness,WS-912665-W1,Angela Allen,Angela,Allen,36,10/11/1979,Male,College Student Waiting For The Bus,County Government,(789) 900-9206,(954) 773-6476,angela.allen@yahoo.com,"7159 Oak Dr, New York, NY",New York,NY,81433,3/1/2015,WS-912665-W1,CLM-912665,NY,355,Stranger/Bystander,No,Yes,51,Corroborated by dashcam,2,No,No,,No,1,No,MEDIUM,2,No,1,1,No,No
WS-912665-W2,Witness,WS-912665-W2,Angela Jones,Angela,Jones,43,9/3/1972,Male,College Student Waiting For The Bus,Self-Employed,(258) 777-7952,,angela.jones@outlook.com,"8437 Oak Ave, Rochester, NY",Rochester,NY,57436,3/1/2015,WS-912665-W2,CLM-912665,NY,265,Stranger/Bystander,No,Yes,46,Consistent with physical evidence,3,Yes,No,Audio,No,1,No,LOW,5,Yes,1,1,No,No
WS-469966-W1,Witness,WS-469966-W1,Susan Reed,Susan,Reed,64,7/16/1951,Male,Food Truck Vendor,County Government,(553) 617-7225,,susan.reed@yahoo.com,"714 Pine Blvd, New York, NY",New York,NY,95134,1/1/2015,WS-469966-W1,CLM-469966,NY,138,Unknown,No,Yes,82,Consistent with physical evidence,0,No,No,Written,No,1,Yes,HIGH,2,No,1,1,No,No
WS-952300-W1,Witness,WS-952300-W1,Susan Baker,Susan,Baker,67,12/10/1948,Female,College Student Waiting For The Bus,County Government,(321) 898-5052,,susan.baker@yahoo.com,"7926 Oak Blvd, Greenville, SC",Greenville,SC,80469,1/29/2015,WS-952300-W1,CLM-952300,SC,457,Unknown,Unknown,Unknown,42,Consistent with physical evidence,4,Yes,No,Written,No,1,No,LOW,3,Yes,1,1,No,No
WS-952300-W2,Witness,WS-952300-W2,Stephanie Turner,Stephanie,Turner,32,12/6/1983,Male,Cyclist,County Government,(255) 497-9211,,stephanie.turner@outlook.com,"2693 Main St, Spartanburg, SC",Spartanburg,SC,27856,1/29/2015,WS-952300-W2,CLM-952300,SC,25,Unknown,Unknown,Unknown,92,Consistent with physical evidence,4,Yes,No,Written,No,1,No,HIGH,1,No,1,1,No,No
WS-322609-W1,Witness,WS-322609-W1,Michelle Parker,Michelle,Parker,62,3/12/1953,Male,Food Truck Vendor,Retired,(471) 824-6164,(526) 936-6755,michelle.parker@gmail.com,"5219 Oak Blvd, Norfolk, VA",Norfolk,VA,54169,1/10/2015,WS-322609-W1,CLM-322609,VA,50,Passerby,Unknown,Yes,72,Corroborated by dashcam,5,Yes,No,Written,No,1,No,MEDIUM,5,Yes,1,1,Yes,Yes
WS-322609-W2,Witness,WS-322609-W2,Amanda Baker,Amanda,Baker,63,2/1/1952,Female,Construction Worker,Self-Employed,(221) 983-4273,,amanda.baker@outlook.com,"1721 Maple St, Richmond, VA",Richmond,VA,20009,1/10/2015,WS-322609-W2,CLM-322609,VA,83,Stranger/Bystander,Yes,Yes,57,Statement matches police report,1,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-890280-W1,Witness,WS-890280-W1,Mark Ramirez,Mark,Ramirez,58,4/28/1957,Male,College Student Waiting For The Bus,City of New York,(352) 314-1971,,mark.ramirez@gmail.com,"6070 Pine Blvd, New York, NY",New York,NY,25549,1/29/2015,WS-890280-W1,CLM-890280,NY,454,Passerby,Yes,Yes,73,No prior testimony history,3,Yes,No,Written,Yes,1,Yes,MEDIUM,1,No,1,1,No,No
WS-890280-W2,Witness,WS-890280-W2,Jennifer Wright,Jennifer,Wright,61,8/16/1954,Male,Jogger,Self-Employed,(325) 824-6335,(533) 590-1000,jennifer.wright@outlook.com,"9928 Cedar Blvd, Rochester, NY",Rochester,NY,84357,1/29/2015,WS-890280-W2,CLM-890280,NY,248,Neighbor,Yes,Yes,40,Statement matches police report,4,Yes,No,Written,Yes,1,No,LOW,3,Yes,1,1,No,No
WS-431583-W1,Witness,WS-431583-W1,Laura Parker,Laura,Parker,63,6/6/1952,Male,Food Truck Vendor,City of Huntington,(797) 616-6422,,laura.parker@yahoo.com,"5617 Main St, Huntington, WV",Huntington,WV,73204,2/20/2015,WS-431583-W1,CLM-431583,WV,246,Passerby,Yes,No,54,Statement matches police report,2,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-431583-W2,Witness,WS-431583-W2,Stephanie Evans,Stephanie,Evans,37,12/15/1978,Female,Nearby Shop Owner,County Government,(431) 609-3467,,stephanie.evans@yahoo.com,"6484 Maple Blvd, Charleston, WV",Charleston,WV,32068,2/20/2015,WS-431583-W2,CLM-431583,WV,431,Stranger/Bystander,Yes,No,88,Statement matches police report,1,No,No,Audio,No,1,Yes,HIGH,2,No,1,1,No,No
WS-431583-W3,Witness,WS-431583-W3,Linda Adams,Linda,Adams,44,4/5/1971,Male,Nearby Shop Owner,County Government,(259) 952-2188,(977) 908-4692,linda.adams@gmail.com,"2521 Main Dr, Huntington, WV",Huntington,WV,17158,2/20/2015,WS-431583-W3,CLM-431583,WV,426,Unknown,Yes,Yes,91,Prior testimony flagged,2,No,No,Audio,No,1,No,HIGH,2,No,1,1,No,No
WS-155912-W1,Witness,WS-155912-W1,Ryan Reed,Ryan,Reed,45,9/11/1970,Male,Retired Police Officer Walking Their Dog,County Government,(570) 821-7594,(333) 782-3660,ryan.reed@outlook.com,"2454 Cedar St, Columbia, SC",Columbia,SC,50732,1/21/2015,WS-155912-W1,CLM-155912,SC,188,Stranger/Bystander,Yes,Yes,82,Corroborated by dashcam,4,Yes,No,Written,No,1,Yes,HIGH,2,No,1,1,No,No
WS-155912-W2,Witness,WS-155912-W2,Brian Lewis,Brian,Lewis,26,7/18/1989,Male,Construction Worker,Retired,(408) 277-1999,,brian.lewis@yahoo.com,"7634 Pine St, Columbia, SC",Columbia,SC,80378,1/21/2015,WS-155912-W2,CLM-155912,SC,353,Friend of Claimant,Yes,Yes,74,Inconsistency in timeline,3,Yes,No,Written,No,1,Yes,MEDIUM,4,Yes,1,1,No,No
WS-110143-W1,Witness,WS-110143-W1,Thomas Hall,Thomas,Hall,43,2/2/1972,Male,Nurse Heading To Work,Unemployed,(949) 846-7675,(618) 210-8480,thomas.hall@outlook.com,"2887 Oak Dr, Morgantown, WV",Morgantown,WV,36597,1/18/2015,WS-110143-W1,CLM-110143,WV,326,Stranger/Bystander,Yes,No,53,Statement matches police report,3,Yes,No,Written,Yes,1,No,MEDIUM,2,No,1,1,No,No
WS-808544-W1,Witness,WS-808544-W1,Jessica Clark,Jessica,Clark,57,9/11/1958,Male,Dog Walker,Self-Employed,(859) 856-2595,,jessica.clark@gmail.com,"1801 Oak St, Charleston, WV",Charleston,WV,73997,1/9/2015,WS-808544-W1,CLM-808544,WV,157,Stranger/Bystander,Yes,Yes,42,No prior testimony history,3,Yes,Yes,Audio,No,1,Yes,LOW,2,No,1,1,No,No
WS-808544-W2,Witness,WS-808544-W2,Eric Parker,Eric,Parker,49,11/10/1966,Female,Postal Worker Making Deliveries,Unemployed,(691) 286-3631,,eric.parker@yahoo.com,"9671 Cedar Ave, Morgantown, WV",Morgantown,WV,43706,1/9/2015,WS-808544-W2,CLM-808544,WV,193,Stranger/Bystander,No,Yes,84,No prior testimony history,2,No,No,,No,1,No,HIGH,2,No,1,1,No,No
WS-824728-W1,Witness,WS-824728-W1,Karen Hill,Karen,Hill,42,12/20/1973,Male,Pedestrian,City of Roanoke,(336) 395-5929,(716) 948-7351,karen.hill@yahoo.com,"1737 Pine Blvd, Roanoke, VA",Roanoke,VA,10877,2/13/2015,WS-824728-W1,CLM-824728,VA,465,Stranger/Bystander,Yes,No,51,Prior testimony flagged,0,No,No,Written,Yes,1,No,MEDIUM,4,Yes,1,1,No,No
WS-606037-W1,Witness,WS-606037-W1,Steven Green,Steven,Green,19,5/7/1996,Male,College Student Waiting For The Bus,Retired,(921) 971-3675,,steven.green@gmail.com,"3972 Cedar Blvd, New York, NY",New York,NY,99183,1/8/2015,WS-606037-W1,CLM-606037,NY,208,Stranger/Bystander,No,Yes,51,Prior testimony flagged,1,No,No,Video,No,1,Yes,MEDIUM,3,Yes,1,1,No,No
WS-606037-W2,Witness,WS-606037-W2,Jessica King,Jessica,King,21,3/7/1994,Female,Delivery Driver,Private Company,(538) 442-5420,(908) 881-7535,jessica.king@gmail.com,"5671 Pine Blvd, New York, NY",New York,NY,34904,1/8/2015,WS-606037-W2,CLM-606037,NY,385,Stranger/Bystander,Yes,No,63,Prior testimony flagged,2,No,Yes,Written,No,1,Yes,MEDIUM,2,No,1,1,No,No
WS-606037-W3,Witness,WS-606037-W3,Linda Hill,Linda,Hill,19,11/22/1996,Male,Jogger,Private Company,(576) 739-6377,(403) 433-6675,linda.hill@gmail.com,"8717 Oak Ave, Buffalo, NY",Buffalo,NY,92182,1/8/2015,WS-606037-W3,CLM-606037,NY,436,Stranger/Bystander,Yes,Unknown,100,Prior testimony flagged,1,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-636843-W1,Witness,WS-636843-W1,Ryan Adams,Ryan,Adams,54,8/5/1961,Female,Retired Police Officer Walking Their Dog,Private Company,(681) 827-2881,(599) 329-9779,ryan.adams@yahoo.com,"5903 Oak St, Buffalo, NY",Buffalo,NY,37727,2/17/2015,WS-636843-W1,CLM-636843,NY,457,Unknown,Yes,Yes,86,Inconsistency in timeline,4,Yes,No,Written,No,1,No,HIGH,5,Yes,1,1,Yes,No
WS-636843-W2,Witness,WS-636843-W2,Angela Hall,Angela,Hall,39,8/7/1976,Male,Cyclist,County Government,(280) 245-3005,(714) 555-9273,angela.hall@outlook.com,"9877 Oak Blvd, Rochester, NY",Rochester,NY,45778,2/17/2015,WS-636843-W2,CLM-636843,NY,40,Unknown,Yes,No,85,Prior testimony flagged,4,Yes,No,Written,No,1,Yes,HIGH,4,Yes,1,1,No,No
WS-636843-W3,Witness,WS-636843-W3,Susan Campbell,Susan,Campbell,40,11/5/1975,Female,Nurse Heading To Work,Private Company,(460) 972-5947,,susan.campbell@yahoo.com,"9292 Maple Ave, New York, NY",New York,NY,98350,2/17/2015,WS-636843-W3,CLM-636843,NY,493,Stranger/Bystander,Yes,Unknown,91,Statement matches police report,0,No,No,Audio,No,1,No,HIGH,6,Yes,1,1,Yes,Yes
WS-439844-W1,Witness,WS-439844-W1,Karen Reed,Karen,Reed,54,10/17/1961,Female,Construction Worker,Retired,(510) 809-6081,,karen.reed@outlook.com,"6698 Pine Ave, Raleigh, NC",Raleigh,NC,61155,1/24/2015,WS-439844-W1,CLM-439844,NC,307,Passerby,No,No,80,Inconsistency in timeline,3,Yes,No,,No,1,No,HIGH,4,Yes,1,1,No,No
WS-463513-W1,Witness,WS-463513-W1,Daniel Mitchell,Daniel,Mitchell,19,10/19/1996,Male,Cyclist,County Government,(808) 482-5852,,daniel.mitchell@gmail.com,"3544 Pine Dr, Rochester, NY",Rochester,NY,61924,2/28/2015,WS-463513-W1,CLM-463513,NY,488,Stranger/Bystander,Unknown,Yes,99,Inconsistency in timeline,1,No,No,Audio,No,1,No,HIGH,3,Yes,1,1,No,No
WS-463513-W2,Witness,WS-463513-W2,Daniel Turner,Daniel,Turner,37,8/27/1978,Female,Real Estate Agent Who Had Just Parked,Retired,(968) 919-3439,(847) 327-2070,daniel.turner@yahoo.com,"9678 Cedar Blvd, Rochester, NY",Rochester,NY,87033,2/28/2015,WS-463513-W2,CLM-463513,NY,100,Stranger/Bystander,Yes,Unknown,79,Prior testimony flagged,1,No,No,,Yes,1,No,HIGH,1,No,1,1,No,No
WS-577858-W1,Witness,WS-577858-W1,Steven Ramirez,Steven,Ramirez,56,6/27/1959,Male,Construction Worker,Retired,(619) 888-1565,,steven.ramirez@gmail.com,"1593 Cedar Ave, Columbia, SC",Columbia,SC,66568,2/16/2015,WS-577858-W1,CLM-577858,SC,292,Passerby,No,Unknown,41,Inconsistency in timeline,2,No,No,Written,Yes,1,Yes,LOW,2,No,1,1,No,No
WS-607351-W1,Witness,WS-607351-W1,Thomas Jones,Thomas,Jones,65,6/2/1950,Female,Pedestrian,Unemployed,(603) 551-3805,(875) 629-3027,thomas.jones@gmail.com,"2089 Cedar Ave, Rochester, NY",Rochester,NY,93068,2/9/2015,WS-607351-W1,CLM-607351,NY,364,Stranger/Bystander,Yes,Yes,91,Statement matches police report,5,Yes,No,,No,1,No,HIGH,3,Yes,1,1,Yes,Yes
WS-607351-W2,Witness,WS-607351-W2,Thomas Young,Thomas,Young,22,4/12/1993,Female,School Bus Driver,Private Company,(591) 798-5442,,thomas.young@gmail.com,"2027 Maple Blvd, Buffalo, NY",Buffalo,NY,44335,2/9/2015,WS-607351-W2,CLM-607351,NY,427,Stranger/Bystander,No,No,57,Prior testimony flagged,0,No,No,,No,1,No,MEDIUM,1,No,1,1,No,No
WS-607351-W3,Witness,WS-607351-W3,Amanda Lee,Amanda,Lee,37,12/21/1978,Female,Food Truck Vendor,Private Company,(311) 639-4015,(432) 610-1957,amanda.lee@gmail.com,"7490 Maple Ave, Buffalo, NY",Buffalo,NY,37196,2/9/2015,WS-607351-W3,CLM-607351,NY,95,Stranger/Bystander,Unknown,Unknown,49,Corroborated by dashcam,4,Yes,No,Written,Yes,1,No,LOW,1,No,1,1,No,No
WS-682754-W1,Witness,WS-682754-W1,Christopher Hall,Christopher,Hall,60,11/20/1955,Male,Retired Police Officer Walking Their Dog,County Government,(298) 386-2669,,christopher.hall@gmail.com,"8323 Main Blvd, Albany, NY",Albany,NY,81189,1/24/2015,WS-682754-W1,CLM-682754,NY,81,Unknown,Yes,Yes,73,No prior testimony history,5,Yes,No,Written,No,1,No,MEDIUM,2,No,1,2,No,No
WS-682754-W2,Witness,WS-682754-W2,Robert Hill,Robert,Hill,22,10/7/1993,Female,Dog Walker,County Government,(794) 791-6083,,robert.hill@gmail.com,"1151 Cedar Blvd, New York, NY",New York,NY,21137,1/24/2015,WS-682754-W2,CLM-682754,NY,145,Neighbor,Yes,Unknown,44,Statement matches police report,1,No,No,Audio,No,1,No,LOW,5,Yes,1,1,Yes,No
WS-757352-W1,Witness,WS-757352-W1,Ryan Clark,Ryan,Clark,72,8/5/1943,Male,Food Truck Vendor,Unemployed,(315) 885-6515,,ryan.clark@gmail.com,"7829 Main Blvd, Buffalo, NY",Buffalo,NY,67696,2/11/2015,WS-757352-W1,CLM-757352,NY,415,Coworker,No,Unknown,47,No prior testimony history,2,No,No,Written,Yes,1,No,LOW,5,Yes,1,1,No,Yes
WS-757352-W2,Witness,WS-757352-W2,Linda Wright,Linda,Wright,24,3/21/1991,Male,Retired Police Officer Walking Their Dog,Retired,(357) 602-3615,(465) 988-6994,linda.wright@outlook.com,"9727 Main Blvd, Rochester, NY",Rochester,NY,31790,2/11/2015,WS-757352-W2,CLM-757352,NY,379,Stranger/Bystander,Unknown,Yes,83,Prior testimony flagged,4,Yes,No,Written,Yes,1,No,HIGH,5,Yes,1,1,No,No
WS-307469-W1,Witness,WS-307469-W1,Susan Turner,Susan,Turner,65,5/4/1950,Male,Food Truck Vendor,City of Huntington,(386) 704-8540,(826) 342-4477,susan.turner@outlook.com,"8639 Main Blvd, Huntington, WV",Huntington,WV,10458,1/27/2015,WS-307469-W1,CLM-307469,WV,378,Passerby,Unknown,Yes,64,No prior testimony history,5,Yes,No,Written,No,1,Yes,MEDIUM,2,No,1,1,No,No
WS-307469-W2,Witness,WS-307469-W2,Eric Lewis,Eric,Lewis,18,10/9/1997,Female,Pedestrian,County Government,(583) 677-9393,(333) 820-5719,eric.lewis@gmail.com,"6433 Pine St, Huntington, WV",Huntington,WV,10792,1/27/2015,WS-307469-W2,CLM-307469,WV,343,Unknown,Yes,No,96,Consistent with physical evidence,3,Yes,No,Audio,No,1,No,HIGH,2,No,1,1,No,No
WS-526296-W1,Witness,WS-526296-W1,Robert Campbell,Robert,Campbell,39,4/5/1976,Male,Delivery Driver,Self-Employed,(445) 870-5592,(818) 335-8474,robert.campbell@gmail.com,"7411 Maple Dr, Buffalo, NY",Buffalo,NY,26417,1/19/2015,WS-526296-W1,CLM-526296,NY,452,Stranger/Bystander,Yes,Yes,98,Prior testimony flagged,1,No,Yes,Audio,No,1,No,HIGH,2,No,4,1,No,No
WS-526296-W2,Witness,WS-526296-W2,Angela Reed,Angela,Reed,49,8/10/1966,Female,Cyclist,Retired,(678) 946-7258,(351) 425-3893,angela.reed@yahoo.com,"1890 Main Blvd, Albany, NY",Albany,NY,25244,1/19/2015,WS-526296-W2,CLM-526296,NY,129,Stranger/Bystander,Yes,Yes,51,Consistent with physical evidence,1,No,No,,No,1,No,MEDIUM,1,No,2,1,No,No
WS-658816-W1,Witness,WS-658816-W1,Jennifer Young,Jennifer,Young,29,8/13/1986,Male,Postal Worker Making Deliveries,Private Company,(852) 395-2875,(561) 987-6293,jennifer.young@yahoo.com,"4650 Cedar Blvd, Buffalo, NY",Buffalo,NY,93131,2/20/2015,WS-658816-W1,CLM-658816,NY,272,Neighbor,Unknown,No,73,Inconsistency in timeline,0,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-913337-W1,Witness,WS-913337-W1,Linda Smith,Linda,Smith,29,2/23/1986,Male,Construction Worker,Unemployed,(499) 498-5609,,linda.smith@gmail.com,"6948 Oak Ave, Greenville, SC",Greenville,SC,84706,1/10/2015,WS-913337-W1,CLM-913337,SC,253,Friend of Claimant,Yes,Unknown,75,Consistent with physical evidence,0,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,No
