:ID,:LABEL,agent_code,agent_name,agency_name,agent_type,license_number,license_state,license_lines,designation,years_experience,hire_date,active_policies_count,ytd_premium_written,commission_rate_pct,ytd_commission_earned,retention_rate_pct,claims_ratio_pct,new_business_count_ytd,e_and_o_insurance,phone,email,office_address,certifications,performance_tier,fraud_referral_count_ytd,last_training_date,supervisor_name
AGT-9028,Agent,AGT-9028,Robert Delgado,Heartland Insurance Services,Broker,LIC-OH-258109,OH,Home,None,5,10/01/2010,17,511885.03,17.3,25669.74,94.2,74.3,22,Yes,(614) 229-6192,robert.delgado@heartlandinsura.com,"2882 Business Park Dr, OH",Commercial Lines Cert|Cyber Liability Cert,Gold,5,6/01/2014,Regional VP B
AGT-6975,Agent,AGT-6975,Robert Nguyen,Central Midwest Agency,Broker,LIC-IL-906748,IL,All Lines,None,27,8/01/1988,175,583105.59,15.2,16062.78,95.6,78.1,60,Yes,(581) 711-1680,robert.nguyen@centralmidwesta.com,"2600 Business Park Dr, IL",Life & Health Licensed,Gold,9,10/01/2014,District Manager A
AGT-3128,Agent,AGT-3128,Lisa Bergman,Prairie State Insurance Partners,Captive,LIC-IL-816942,IL,All Lines,ChFC,19,11/01/1996,132,76983.58,14.5,22589.88,72.7,82.5,19,Yes,(258) 684-6698,lisa.bergman@prairiestateins.com,"428 Business Park Dr, IL",Anti-Fraud Certified,Gold,6,4/01/2014,Regional VP B
AGT-9833,Agent,AGT-9833,Karen Okafor,Midwest Auto Insurance Agency,Independent,LIC-IL-460758,IL,Life,None,19,1/01/1996,147,709497.01,17.2,16258.21,93.3,41.0,36,No,(717) 268-3288,karen.okafor@midwestautoinsu.com,"4803 Business Park Dr, IL",,Gold,7,11/01/2014,Regional VP B
AGT-5842,Agent,AGT-5842,David Yamamoto,Lakefront Coverage Group,Broker,LIC-IN-756979,IN,Auto,CPCU,15,5/01/2000,249,504090.1,10.2,27537.25,80.3,83.0,10,Yes,(551) 665-6638,david.yamamoto@lakefrontcovera.com,"2231 Business Park Dr, IN",Commercial Lines Cert,Silver,6,4/01/2014,Regional VP B
AGT-9954,Agent,AGT-9954,Nancy Nguyen,Heartland Insurance Services,Captive,LIC-IL-339663,IL,Home,None,9,2/01/2006,18,664463.54,12.9,69757.15,81.4,60.1,70,Yes,(911) 801-8652,nancy.nguyen@heartlandinsura.com,"9776 Business Park Dr, IL",Anti-Fraud Certified,Bronze,9,8/01/2014,Regional VP B
AGT-1165,Agent,AGT-1165,Kevin Callahan,Heartland Insurance Services,Captive,LIC-IN-123330,IN,Auto,CPCU,14,3/01/2001,60,542987.94,9.1,32106.52,81.1,85.8,22,Yes,(256) 479-5317,kevin.callahan@heartlandinsura.com,"4730 Business Park Dr, IN",Commercial Lines Cert|Anti-Fraud Certified,Gold,2,6/01/2014,Branch Director C
AGT-1028,Agent,AGT-1028,Kevin Nguyen,Prairie State Insurance Partners,Independent,LIC-IN-408103,IN,Home,ChFC,8,4/01/2007,239,783023.23,12.4,27335.94,70.5,68.1,49,No,(726) 978-2763,kevin.nguyen@prairiestateins.com,"416 Business Park Dr, IN",,Platinum,1,10/01/2014,Regional VP B
AGT-4226,Agent,AGT-4226,Robert Kowalski,Tri-State Coverage Associates,Independent,LIC-OH-425441,OH,All Lines,CPCU,29,11/01/1986,143,379311.5,13.2,26620.33,94.1,69.0,21,Yes,(531) 452-4147,robert.kowalski@tri-statecovera.com,"914 Business Park Dr, OH",,Bronze,3,5/01/2014,Branch Director C
AGT-5403,Agent,AGT-5403,Robert Sullivan,Prairie State Insurance Partners,Independent,LIC-IN-368490,IN,Home,CIC,3,3/01/2012,163,92439.56,16.0,27856.95,97.8,77.8,52,Yes,(625) 541-5983,robert.sullivan@prairiestateins.com,"2721 Business Park Dr, IN",Anti-Fraud Certified,Platinum,5,10/01/2014,Branch Director C
AGT-5983,Agent,AGT-5983,James Yamamoto,Central Midwest Agency,Captive,LIC-IN-912922,IN,Commercial,CIC,9,1/01/2006,82,385913.21,13.7,35201.34,90.3,77.0,80,Yes,(628) 891-8572,james.yamamoto@centralmidwesta.com,"8059 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Bronze,5,4/01/2014,District Manager A
AGT-9397,Agent,AGT-9397,Robert Ashworth,Prairie State Insurance Partners,Independent,LIC-IN-958445,IN,Auto,CPCU,12,10/01/2003,233,380456.09,8.4,64878.04,94.4,69.9,50,Yes,(553) 628-2438,robert.ashworth@prairiestateins.com,"9121 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Silver,1,1/01/2014,Regional VP B
AGT-8773,Agent,AGT-8773,Angela Kowalski,Midwest Auto Insurance Agency,Independent,LIC-OH-890998,OH,All Lines,ChFC,26,10/01/1989,80,597389.67,12.4,10833.35,97.2,83.8,40,Yes,(802) 994-3562,angela.kowalski@midwestautoinsu.com,"8995 Business Park Dr, OH",Cyber Liability Cert,Platinum,10,2/01/2014,Branch Director C
AGT-5878,Agent,AGT-5878,James Ramirez,Heartland Insurance Services,Captive,LIC-IN-362210,IN,Auto,None,21,12/01/1994,141,693744.89,16.0,19682.0,75.1,82.6,42,Yes,(710) 224-2630,james.ramirez@heartlandinsura.com,"404 Business Park Dr, IN",Life & Health Licensed,Silver,2,3/01/2014,Branch Director C
AGT-3507,Agent,AGT-3507,James Morrison,Central Midwest Agency,Captive,LIC-IN-889838,IN,Commercial,None,17,2/01/1998,20,207766.36,14.1,5199.92,82.5,41.3,6,Yes,(790) 200-7466,james.morrison@centralmidwesta.com,"2082 Business Park Dr, IN",Cyber Liability Cert,Silver,1,10/01/2014,Branch Director C
AGT-6515,Agent,AGT-6515,Robert Nguyen,Lakefront Coverage Group,Captive,LIC-IN-983999,IN,Home,CPCU,26,12/01/1989,40,388186.28,9.5,11625.28,81.5,84.6,26,Yes,(950) 586-8690,robert.nguyen@lakefrontcovera.com,"6686 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Bronze,6,6/01/2014,Branch Director C
AGT-5557,Agent,AGT-5557,Maria Okafor,Heartland Insurance Services,Captive,LIC-IL-512517,IL,Home,None,9,11/01/2006,19,431740.25,13.9,79949.76,79.3,45.4,8,Yes,(795) 684-3094,maria.okafor@heartlandinsura.com,"8203 Business Park Dr, IL",Cyber Liability Cert|Life & Health Licensed,Platinum,9,11/01/2014,Regional VP B
AGT-9092,Agent,AGT-9092,Michael Callahan,Midwest Auto Insurance Agency,Broker,LIC-OH-139028,OH,Auto,CIC,4,4/01/2011,51,169775.51,9.4,61477.89,84.5,58.5,39,Yes,(845) 417-6120,michael.callahan@midwestautoinsu.com,"254 Business Park Dr, OH",Cyber Liability Cert|Anti-Fraud Certified,Silver,2,6/01/2014,Regional VP B
AGT-2902,Agent,AGT-2902,Patricia Morrison,Central Midwest Agency,Captive,LIC-OH-663002,OH,Life,CPCU,4,7/01/2011,22,334048.51,8.4,66228.59,95.3,47.1,36,No,(771) 407-9856,patricia.morrison@centralmidwesta.com,"7824 Business Park Dr, OH",Commercial Lines Cert,Gold,6,10/01/2014,Regional VP B
AGT-1356,Agent,AGT-1356,Nancy Fitzgerald,Midwest Auto Insurance Agency,Captive,LIC-OH-808830,OH,Home,CPCU,30,5/01/1985,152,607186.92,15.6,79526.06,92.7,47.9,71,Yes,(302) 386-9377,nancy.fitzgerald@midwestautoinsu.com,"699 Business Park Dr, OH",,Gold,3,11/01/2014,Regional VP B
AGT-4395,Agent,AGT-4395,Sandra Kowalski,Tri-State Coverage Associates,Independent,LIC-OH-624387,OH,Commercial,None,19,6/01/1996,64,231662.12,9.6,37241.39,97.9,80.8,39,Yes,(836) 781-2895,sandra.kowalski@tri-statecovera.com,"9903 Business Park Dr, OH",Commercial Lines Cert|Anti-Fraud Certified,Platinum,7,9/01/2014,Regional VP B
AGT-8654,Agent,AGT-8654,Robert Kowalski,Lakefront Coverage Group,Independent,LIC-OH-569772,OH,Commercial,LUTCF,19,2/01/1996,152,460470.29,9.3,72404.12,86.2,45.4,23,Yes,(626) 781-2607,robert.kowalski@lakefrontcovera.com,"7273 Business Park Dr, OH",Commercial Lines Cert|Life & Health Licensed,Gold,5,1/01/2014,Regional VP B
AGT-7955,Agent,AGT-7955,Patricia Kowalski,Lakefront Coverage Group,Broker,LIC-IN-843271,IN,All Lines,CPCU,4,6/01/2011,72,370349.07,14.8,22461.41,74.2,78.1,80,Yes,(408) 201-1879,patricia.kowalski@lakefrontcovera.com,"8016 Business Park Dr, IN",Cyber Liability Cert,Platinum,10,8/01/2014,Regional VP B
AGT-4727,Agent,AGT-4727,David Morrison,Central Midwest Agency,Broker,LIC-OH-883958,OH,Life,CLU,1,3/01/2014,91,307130.45,16.0,70180.28,94.6,78.3,19,Yes,(474) 304-4204,david.morrison@centralmidwesta.com,"2069 Business Park Dr, OH",,Gold,10,2/01/2014,Branch Director C
AGT-1701,Agent,AGT-1701,Thomas Fitzgerald,Lakefront Coverage Group,Independent,LIC-OH-731496,OH,Commercial,LUTCF,21,12/01/1994,242,694923.75,11.6,45029.53,70.0,52.0,29,Yes,(735) 476-8550,thomas.fitzgerald@lakefrontcovera.com,"5208 Business Park Dr, OH",Anti-Fraud Certified|Cyber Liability Cert,Bronze,0,7/01/2014,Branch Director C
AGT-4700,Agent,AGT-4700,Sandra Sullivan,Heartland Insurance Services,Broker,LIC-IN-990861,IN,Life,CIC,28,1/01/1987,204,443623.48,16.0,48298.14,78.8,47.1,8,Yes,(425) 323-1863,sandra.sullivan@heartlandinsura.com,"5410 Business Park Dr, IN",Commercial Lines Cert,Gold,8,8/01/2014,Branch Director C
AGT-9302,Agent,AGT-9302,Kevin Okafor,Tri-State Coverage Associates,Captive,LIC-OH-369948,OH,Home,CIC,16,9/01/1999,240,472832.31,8.0,5107.65,79.6,47.2,71,No,(349) 275-1513,kevin.okafor@tri-statecovera.com,"768 Business Park Dr, OH",,Gold,2,5/01/2014,Branch Director C
AGT-3602,Agent,AGT-3602,Lisa Fitzgerald,Tri-State Coverage Associates,Independent,LIC-IL-398845,IL,Life,None,4,10/01/2011,23,746449.35,12.9,76101.56,94.3,41.6,49,Yes,(742) 695-4723,lisa.fitzgerald@tri-statecovera.com,"1745 Business Park Dr, IL",Anti-Fraud Certified|Life & Health Licensed,Silver,7,12/01/2014,Regional VP B
AGT-2962,Agent,AGT-2962,Maria Okafor,Central Midwest Agency,Broker,LIC-IL-189787,IL,Commercial,None,4,9/01/2011,57,441944.04,9.2,34739.39,93.2,44.6,43,Yes,(497) 873-3860,maria.okafor@centralmidwesta.com,"1740 Business Park Dr, IL",,Platinum,6,3/01/2014,Regional VP B
AGT-4231,Agent,AGT-4231,Nancy Ramirez,Central Midwest Agency,Independent,LIC-OH-779210,OH,Commercial,CLU,7,6/01/2008,228,507589.64,14.7,43166.25,71.4,40.9,21,Yes,(726) 902-8891,nancy.ramirez@centralmidwesta.com,"8877 Business Park Dr, OH",,Silver,10,6/01/2014,District Manager A
AGT-4164,Agent,AGT-4164,James Fitzgerald,Prairie State Insurance Partners,Captive,LIC-OH-611067,OH,All Lines,CLU,15,2/01/2000,40,777385.7,14.8,7322.18,80.7,86.3,10,Yes,(291) 432-5484,james.fitzgerald@prairiestateins.com,"7080 Business Park Dr, OH",,Gold,4,2/01/2014,Regional VP B
AGT-4442,Agent,AGT-4442,Kevin Patel,Heartland Insurance Services,Broker,LIC-IL-229324,IL,Commercial,None,12,7/01/2003,74,232141.31,16.6,48115.36,78.2,74.8,20,Yes,(450) 608-7112,kevin.patel@heartlandinsura.com,"3666 Business Park Dr, IL",,Gold,5,4/01/2014,Regional VP B
AGT-8290,Agent,AGT-8290,Kevin Ramirez,Central Midwest Agency,Broker,LIC-IL-327277,IL,Home,ChFC,3,5/01/2012,106,755758.11,10.8,60775.19,79.2,85.7,37,Yes,(945) 611-4055,kevin.ramirez@centralmidwesta.com,"1126 Business Park Dr, IL",Anti-Fraud Certified,Silver,0,11/01/2014,Regional VP B
AGT-6602,Agent,AGT-6602,Thomas Nguyen,Tri-State Coverage Associates,Broker,LIC-IN-895836,IN,Auto,None,18,6/01/1997,107,420143.82,11.0,6734.27,76.8,57.3,35,Yes,(488) 371-2382,thomas.nguyen@tri-statecovera.com,"5134 Business Park Dr, IN",Commercial Lines Cert,Gold,2,2/01/2014,District Manager A
AGT-2082,Agent,AGT-2082,Maria Nguyen,Lakefront Coverage Group,Captive,LIC-IL-993954,IL,Home,LUTCF,8,10/01/2007,111,79847.53,14.2,49491.14,70.8,48.9,59,Yes,(406) 825-9913,maria.nguyen@lakefrontcovera.com,"9192 Business Park Dr, IL",Commercial Lines Cert,Gold,6,1/01/2014,District Manager A
AGT-6446,Agent,AGT-6446,Maria Morrison,Prairie State Insurance Partners,Independent,LIC-IN-837653,IN,All Lines,CLU,17,8/01/1998,41,109764.56,11.0,70277.64,87.3,80.9,49,Yes,(294) 470-9575,maria.morrison@prairiestateins.com,"476 Business Park Dr, IN",,Gold,8,8/01/2014,Regional VP B
AGT-4652,Agent,AGT-4652,Kevin Callahan,Heartland Insurance Services,Broker,LIC-IL-914363,IL,Auto,None,1,4/01/2014,250,398835.07,15.2,7817.12,70.9,74.2,64,Yes,(276) 305-2842,kevin.callahan@heartlandinsura.com,"2465 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Silver,10,11/01/2014,Regional VP B
AGT-6366,Agent,AGT-6366,Maria Sullivan,Lakefront Coverage Group,Independent,LIC-OH-904341,OH,Home,None,26,10/01/1989,153,465317.46,14.5,27922.32,75.4,87.2,10,Yes,(521) 837-3565,maria.sullivan@lakefrontcovera.com,"9688 Business Park Dr, OH",Anti-Fraud Certified|Commercial Lines Cert,Silver,9,4/01/2014,District Manager A
AGT-7567,Agent,AGT-7567,Robert Patel,Prairie State Insurance Partners,Broker,LIC-IN-116746,IN,All Lines,None,20,6/01/1995,125,94088.72,10.7,67288.28,91.7,57.7,16,No,(580) 441-9414,robert.patel@prairiestateins.com,"2850 Business Park Dr, IN",Cyber Liability Cert|Life & Health Licensed,Bronze,8,2/01/2014,Branch Director C
AGT-6106,Agent,AGT-6106,Kevin Nguyen,Lakefront Coverage Group,Independent,LIC-IN-925929,IN,Commercial,ChFC,11,7/01/2004,216,682454.96,8.3,24658.02,95.3,81.8,50,No,(427) 971-6390,kevin.nguyen@lakefrontcovera.com,"4878 Business Park Dr, IN",,Bronze,0,7/01/2014,Branch Director C
AGT-4326,Agent,AGT-4326,Maria Patel,Tri-State Coverage Associates,Independent,LIC-OH-962573,OH,All Lines,CLU,1,8/01/2014,41,56194.88,12.8,17247.53,87.2,77.4,61,Yes,(511) 570-5784,maria.patel@tri-statecovera.com,"7516 Business Park Dr, OH",Cyber Liability Cert|Anti-Fraud Certified,Silver,0,7/01/2014,District Manager A
AGT-9667,Agent,AGT-9667,Kevin Nguyen,Tri-State Coverage Associates,Broker,LIC-IN-907577,IN,Home,CPCU,19,1/01/1996,75,556811.06,11.5,45769.94,95.1,77.1,15,Yes,(477) 665-1166,kevin.nguyen@tri-statecovera.com,"3996 Business Park Dr, IN",Cyber Liability Cert|Life & Health Licensed,Silver,0,7/01/2014,Regional VP B
AGT-8910,Agent,AGT-8910,Maria Yamamoto,Prairie State Insurance Partners,Broker,LIC-IL-238736,IL,All Lines,CIC,15,12/01/2000,131,465513.76,15.9,76573.8,77.4,56.6,61,Yes,(901) 969-9710,maria.yamamoto@prairiestateins.com,"6184 Business Park Dr, IL",Anti-Fraud Certified,Bronze,0,1/01/2014,Branch Director C
AGT-7193,Agent,AGT-7193,Kevin Morrison,Tri-State Coverage Associates,Captive,LIC-IL-264499,IL,Commercial,None,30,8/01/1985,220,51486.3,10.6,60336.48,79.8,87.2,38,Yes,(851) 748-7745,kevin.morrison@tri-statecovera.com,"9884 Business Park Dr, IL",Commercial Lines Cert|Cyber Liability Cert,Platinum,0,3/01/2014,Regional VP B
AGT-4165,Agent,AGT-4165,James Nguyen,Central Midwest Agency,Broker,LIC-IL-273664,IL,Commercial,LUTCF,9,1/01/2006,207,241993.0,8.1,52806.21,83.9,72.7,36,Yes,(541) 919-9874,james.nguyen@centralmidwesta.com,"5313 Business Park Dr, IL",Commercial Lines Cert|Life & Health Licensed,Silver,1,2/01/2014,Regional VP B
AGT-7576,Agent,AGT-7576,Lisa Sullivan,Midwest Auto Insurance Agency,Independent,LIC-OH-663204,OH,Life,LUTCF,1,7/01/2014,214,243868.08,12.6,67700.43,71.0,88.2,18,Yes,(857) 237-7435,lisa.sullivan@midwestautoinsu.com,"7296 Business Park Dr, OH",,Silver,6,7/01/2014,Regional VP B
AGT-2938,Agent,AGT-2938,Robert Ashworth,Heartland Insurance Services,Broker,LIC-OH-587501,OH,All Lines,CPCU,21,7/01/1994,152,224391.44,16.4,52799.76,95.7,61.6,78,Yes,(734) 648-4953,robert.ashworth@heartlandinsura.com,"8442 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Platinum,1,3/01/2014,District Manager A
AGT-5509,Agent,AGT-5509,Sandra Ramirez,Tri-State Coverage Associates,Independent,LIC-IN-519758,IN,Auto,None,25,6/01/1990,24,243282.97,9.4,56290.99,88.5,65.5,33,Yes,(943) 379-6609,sandra.ramirez@tri-statecovera.com,"5490 Business Park Dr, IN",Commercial Lines Cert,Gold,7,8/01/2014,Regional VP B
AGT-5495,Agent,AGT-5495,Angela Morrison,Prairie State Insurance Partners,Broker,LIC-IL-345720,IL,Auto,None,4,8/01/2011,53,238432.08,17.2,37054.08,74.8,81.9,38,Yes,(312) 794-4096,angela.morrison@prairiestateins.com,"886 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Platinum,7,9/01/2014,Branch Director C
AGT-7552,Agent,AGT-7552,Thomas Callahan,Tri-State Coverage Associates,Captive,LIC-IN-497145,IN,All Lines,CIC,27,4/01/1988,39,761891.44,14.7,60367.12,74.3,88.1,63,Yes,(560) 493-1988,thomas.callahan@tri-statecovera.com,"4538 Business Park Dr, IN",Commercial Lines Cert|Cyber Liability Cert,Silver,4,5/01/2014,District Manager A
AGT-1091,Agent,AGT-1091,Patricia Ashworth,Lakefront Coverage Group,Broker,LIC-OH-929131,OH,All Lines,ChFC,1,8/01/2014,108,184926.56,15.4,67737.99,87.3,58.1,27,Yes,(455) 516-4042,patricia.ashworth@lakefrontcovera.com,"7498 Business Park Dr, OH",Commercial Lines Cert,Bronze,9,4/01/2014,Regional VP B
AGT-2445,Agent,AGT-2445,Karen Ramirez,Tri-State Coverage Associates,Captive,LIC-OH-655887,OH,Commercial,CLU,12,6/01/2003,174,443672.62,14.0,59477.26,94.0,53.3,59,Yes,(980) 253-3189,karen.ramirez@tri-statecovera.com,"698 Business Park Dr, OH",,Silver,9,5/01/2014,Regional VP B
AGT-2677,Agent,AGT-2677,Lisa Ashworth,Heartland Insurance Services,Broker,LIC-OH-138656,OH,Life,CPCU,22,6/01/1993,53,369638.06,15.3,48424.65,96.6,73.3,6,Yes,(405) 564-3016,lisa.ashworth@heartlandinsura.com,"7081 Business Park Dr, OH",,Gold,7,8/01/2014,Branch Director C
AGT-6978,Agent,AGT-6978,Kevin Sullivan,Prairie State Insurance Partners,Captive,LIC-IN-930906,IN,All Lines,None,23,5/01/1992,187,306045.38,16.1,8396.9,97.4,75.1,33,Yes,(218) 487-7810,kevin.sullivan@prairiestateins.com,"4009 Business Park Dr, IN",Commercial Lines Cert|Life & Health Licensed,Bronze,4,6/01/2014,Regional VP B
AGT-3710,Agent,AGT-3710,David Yamamoto,Prairie State Insurance Partners,Independent,LIC-OH-470917,OH,Home,CLU,4,8/01/2011,51,373338.31,16.0,62567.7,83.0,56.4,48,Yes,(545) 908-6512,david.yamamoto@prairiestateins.com,"1461 Business Park Dr, OH",Life & Health Licensed,Platinum,4,7/01/2014,Branch Director C
AGT-7390,Agent,AGT-7390,Michael Morrison,Central Midwest Agency,Independent,LIC-IL-403801,IL,Commercial,CPCU,20,12/01/1995,213,476997.5,14.0,29059.36,89.0,61.3,62,Yes,(217) 940-1084,michael.morrison@centralmidwesta.com,"4882 Business Park Dr, IL",,Silver,10,7/01/2014,District Manager A
AGT-6269,Agent,AGT-6269,James Yamamoto,Tri-State Coverage Associates,Independent,LIC-IN-132599,IN,Auto,ChFC,29,12/01/1986,177,512986.16,17.7,68422.78,73.0,76.1,68,Yes,(896) 997-5254,james.yamamoto@tri-statecovera.com,"8659 Business Park Dr, IN",Commercial Lines Cert,Gold,3,12/01/2014,Branch Director C
AGT-4769,Agent,AGT-4769,Angela Patel,Midwest Auto Insurance Agency,Captive,LIC-IL-466550,IL,Life,None,10,3/01/2005,26,105064.21,16.5,22530.74,83.7,75.2,79,Yes,(574) 741-8568,angela.patel@midwestautoinsu.com,"7528 Business Park Dr, IL",,Gold,7,10/01/2014,Regional VP B
AGT-6846,Agent,AGT-6846,Brian Patel,Central Midwest Agency,Independent,LIC-IL-852201,IL,Life,None,15,5/01/2000,15,432475.96,17.9,54755.96,70.4,72.4,27,Yes,(752) 988-9840,brian.patel@centralmidwesta.com,"8981 Business Park Dr, IL",Anti-Fraud Certified|Life & Health Licensed,Bronze,3,3/01/2014,Regional VP B
AGT-7933,Agent,AGT-7933,Brian Bergman,Midwest Auto Insurance Agency,Broker,LIC-IN-543919,IN,All Lines,None,10,8/01/2005,145,594409.53,8.9,37634.25,94.2,64.1,26,Yes,(842) 655-5751,brian.bergman@midwestautoinsu.com,"1144 Business Park Dr, IN",Anti-Fraud Certified,Gold,3,5/01/2014,Regional VP B
AGT-9570,Agent,AGT-9570,Angela Morrison,Tri-State Coverage Associates,Independent,LIC-IL-732696,IL,Commercial,LUTCF,2,9/01/2013,139,722533.33,8.5,56758.36,90.7,67.7,46,Yes,(482) 821-9690,angela.morrison@tri-statecovera.com,"9909 Business Park Dr, IL",Commercial Lines Cert|Cyber Liability Cert,Silver,2,3/01/2014,Branch Director C
AGT-5834,Agent,AGT-5834,Kevin Kowalski,Lakefront Coverage Group,Broker,LIC-IL-985563,IL,Home,None,21,12/01/1994,230,586428.28,16.8,60899.61,97.2,82.2,77,Yes,(203) 569-4145,kevin.kowalski@lakefrontcovera.com,"5896 Business Park Dr, IL",,Silver,5,3/01/2014,Branch Director C
AGT-9709,Agent,AGT-9709,Karen Ashworth,Prairie State Insurance Partners,Broker,LIC-IN-500079,IN,Auto,CLU,19,12/01/1996,176,501232.44,17.7,10804.79,92.3,78.6,41,Yes,(799) 514-5344,karen.ashworth@prairiestateins.com,"8523 Business Park Dr, IN",Anti-Fraud Certified|Cyber Liability Cert,Bronze,5,5/01/2014,Branch Director C
AGT-6861,Agent,AGT-6861,Nancy Fitzgerald,Central Midwest Agency,Independent,LIC-IL-451324,IL,Life,CIC,6,6/01/2009,56,565368.35,17.9,77318.65,92.1,61.9,14,Yes,(483) 684-8288,nancy.fitzgerald@centralmidwesta.com,"6907 Business Park Dr, IL",,Bronze,8,3/01/2014,District Manager A
AGT-2448,Agent,AGT-2448,Michael Nguyen,Prairie State Insurance Partners,Independent,LIC-OH-211351,OH,Life,CPCU,2,1/01/2013,37,767198.42,12.5,11431.59,85.5,67.1,45,Yes,(819) 684-2064,michael.nguyen@prairiestateins.com,"5691 Business Park Dr, OH",Anti-Fraud Certified|Commercial Lines Cert,Gold,10,7/01/2014,Regional VP B
AGT-8908,Agent,AGT-8908,Karen Kowalski,Prairie State Insurance Partners,Broker,LIC-IL-283199,IL,Commercial,LUTCF,24,1/01/1991,45,125916.79,11.8,30027.45,77.9,46.7,16,Yes,(245) 223-7718,karen.kowalski@prairiestateins.com,"5044 Business Park Dr, IL",Anti-Fraud Certified|Life & Health Licensed,Platinum,9,7/01/2014,Branch Director C
AGT-7211,Agent,AGT-7211,Brian Bergman,Heartland Insurance Services,Independent,LIC-OH-756747,OH,All Lines,None,13,4/01/2002,156,386493.09,8.6,73921.48,94.8,85.9,45,Yes,(999) 766-1235,brian.bergman@heartlandinsura.com,"8133 Business Park Dr, OH",Anti-Fraud Certified|Cyber Liability Cert,Silver,1,1/01/2014,District Manager A
AGT-1111,Agent,AGT-1111,David Nguyen,Midwest Auto Insurance Agency,Captive,LIC-OH-522568,OH,Life,None,12,7/01/2003,194,205696.67,17.9,70441.52,79.6,43.2,75,Yes,(942) 843-7589,david.nguyen@midwestautoinsu.com,"8099 Business Park Dr, OH",Life & Health Licensed,Gold,2,5/01/2014,Regional VP B
AGT-1042,Agent,AGT-1042,Sandra Ramirez,Prairie State Insurance Partners,Captive,LIC-OH-771384,OH,Auto,LUTCF,6,3/01/2009,79,384432.65,16.1,48431.86,88.0,53.2,80,Yes,(805) 561-6651,sandra.ramirez@prairiestateins.com,"5545 Business Park Dr, OH",,Gold,8,5/01/2014,Branch Director C
AGT-4751,Agent,AGT-4751,Kevin Callahan,Prairie State Insurance Partners,Captive,LIC-IL-687507,IL,All Lines,ChFC,11,2/01/2004,92,250878.01,9.8,25371.27,70.8,87.7,48,Yes,(266) 288-4908,kevin.callahan@prairiestateins.com,"7774 Business Park Dr, IL",Life & Health Licensed,Gold,4,8/01/2014,Branch Director C
AGT-8082,Agent,AGT-8082,Patricia Patel,Heartland Insurance Services,Independent,LIC-IN-274875,IN,Life,ChFC,2,10/01/2013,109,326593.46,13.1,78576.45,76.3,85.6,65,Yes,(730) 860-8065,patricia.patel@heartlandinsura.com,"3504 Business Park Dr, IN",,Gold,0,4/01/2014,Branch Director C
AGT-4030,Agent,AGT-4030,Karen Bergman,Tri-State Coverage Associates,Independent,LIC-IL-746452,IL,Auto,None,21,9/01/1994,83,314989.28,9.2,57097.8,85.1,89.4,57,No,(720) 795-9966,karen.bergman@tri-statecovera.com,"8949 Business Park Dr, IL",,Silver,1,2/01/2014,Regional VP B
AGT-7396,Agent,AGT-7396,Robert Delgado,Heartland Insurance Services,Captive,LIC-IN-521974,IN,All Lines,CIC,1,7/01/2014,36,700560.52,8.3,35224.33,92.3,83.4,45,Yes,(503) 539-9376,robert.delgado@heartlandinsura.com,"1531 Business Park Dr, IN",Life & Health Licensed,Gold,10,4/01/2014,District Manager A
AGT-4644,Agent,AGT-4644,Nancy Sullivan,Heartland Insurance Services,Independent,LIC-IN-388238,IN,Life,CPCU,18,10/01/1997,112,261171.36,17.7,32054.09,85.7,79.6,76,Yes,(500) 555-3128,nancy.sullivan@heartlandinsura.com,"7244 Business Park Dr, IN",,Bronze,0,5/01/2014,District Manager A
AGT-2378,Agent,AGT-2378,Brian Bergman,Lakefront Coverage Group,Independent,LIC-IL-828086,IL,Life,LUTCF,28,5/01/1987,234,484633.29,10.8,54624.55,78.2,46.7,70,No,(260) 444-2762,brian.bergman@lakefrontcovera.com,"9708 Business Park Dr, IL",Life & Health Licensed,Platinum,5,6/01/2014,Branch Director C
AGT-8305,Agent,AGT-8305,Patricia Yamamoto,Midwest Auto Insurance Agency,Captive,LIC-IN-256116,IN,Life,CLU,6,7/01/2009,154,522409.94,17.7,9076.87,75.6,73.5,63,Yes,(744) 541-5290,patricia.yamamoto@midwestautoinsu.com,"3071 Business Park Dr, IN",,Platinum,4,11/01/2014,District Manager A
AGT-6937,Agent,AGT-6937,Thomas Callahan,Midwest Auto Insurance Agency,Independent,LIC-OH-447775,OH,Home,CLU,20,9/01/1995,15,639626.6,17.5,18296.18,72.7,65.3,8,Yes,(394) 632-1274,thomas.callahan@midwestautoinsu.com,"3199 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Silver,2,7/01/2014,Regional VP B
AGT-9514,Agent,AGT-9514,Nancy Yamamoto,Central Midwest Agency,Captive,LIC-OH-828204,OH,Auto,LUTCF,9,10/01/2006,117,68792.09,15.4,55483.88,84.0,63.8,42,Yes,(461) 215-2927,nancy.yamamoto@centralmidwesta.com,"2570 Business Park Dr, OH",Commercial Lines Cert,Silver,4,10/01/2014,Regional VP B
