:ID,:LABEL,policy_number,first_name,middle_initial,last_name,full_name,date_of_birth,age,gender,marital_status,relationship_to_named_insured,blood_type,citizenship_status,ssn_last4,drivers_license_state,drivers_license_number,primary_email,work_email,phone_home,phone_mobile,phone_work,preferred_contact_method,preferred_language,do_not_call_flag,e_signature_consent,marketing_opt_in,paperless_enrolled,communication_preference,statement_delivery_preference,residential_address,mailing_address,city,state,state_full,zip_code,county,country,address_type,years_at_address,customer_since,months_as_customer,tenure_years,customer_tier,account_status,autopay_enrolled,last_login_date,last_payment_date,payment_history_score,nps_score,churn_risk_score,lifetime_value_usd,deceased_flag,occupation_code,job_title,employer_name,years_with_employer,employment_status,annual_income_band,education_level,capital_gains,capital_loss,net_financial_position,net_worth_band,bankruptcy_history,credit_tier,credit_score_estimate,risk_score,risk_band,prior_claims_count,prior_claims_note,fraud_flag,fraud_investigation_open,siu_referral_flag,watchlist_flag,high_risk_hobby_flag,hobbies_interests,household_members,licensed_drivers_in_household,has_minor_drivers,pets_in_household,social_media_presence,mobile_app_user,online_quote_origin,assigned_agent,agent_code,agency_name,ssn_hash,identity_verification_status,kyc_verified_date,device_id,device_type,browser,ip_address_last_login,ip_flagged,bank_name,bank_account_hash,bank_account_last4,payment_method_token,payment_type_preferred,fraud_history_count,identity_theft_flag,shared_phone_flag,shared_address_flag,shared_bank_flag,cross_policy_entities,linked_entity_count,synthetic_identity_flag,role_switching_flag
CUST-OH-4988-5035,Customer,498842,Robert,K,Reed,Robert K. Reed,2/14/1973,53,Male,Married,wife,O+,US Citizen,7356,OH,DL-OH-84524991,robert.reed@me.com,rreed@defense.gov,(440) 226-4172,(614) 973-2908,,Postal Mail,English,No,Yes,Opted Out - No Marketing,Yes,Email Only,Online Portal Only,"1254 Colonial Ct, Elyria, Oh 44458","Po Box 791, Elyria, Oh 44458",Elyria,OH,Ohio,44458,Elyria County,USA,Owned,19,1/20/1998,337,28.1,Gold,Active,Yes - ACH Bank Draft,19/12/2015,8/4/2015,70,2,51,33865.13,No,armed-forces,Army Veteran,Great Plains Energy,20,Full-Time,<$30K,Associate,0,-34600,-34600,<$50K,,Non-Standard,553,99,High,0,0 prior claim(s) on record,N,No,No,Yes,No,basketball,2,2,No,Dog,LinkedIn,Yes,Yes,Robert Delgado,AGT-9028,Heartland Insurance Services,bb99270d597908a1,Verified,7/01/2012,DEV-CB1C08A635EF,iPhone,Safari,192.168.112.49,No,Chase,5cb8161bc49d9bdf,8101,TOK-B1C19A09E33CCBDA,ACH/Bank Transfer,0,No,No,No,No,4,1,No,No
CUST-IL-5502-6225,Customer,550294,Jerry,M,Collins,Jerry M. Collins,6/27/1975,51,Male,Single,not-in-family,B-,US Citizen,4773,IL,DL-IL-29449734,jerry66@yahoo.com,jcollins@live.com,(630) 329-3483,(312) 517-1329,(630) 449-8607,Online Portal,English,No,No,Opted Out - No Marketing,Yes,Postal Mail Only,Both Electronic and Paper,"2614 Heritage St, Orland Park, Il 47186","2614 Heritage St, Orland Park, Il 47186",Orland Park,IL,Illinois,47186,Orland Park County,USA,Rented,4,2/20/1996,360,30.0,Platinum,Active,Yes - ACH Bank Draft,21/3/2015,22/2/2015,61,7,92,45799.2,No,handlers-cleaners,Employed,Buckeye Technology Group,2,Full-Time,$100K-$200K,Masters,0,-32900,-32900,<$50K,Chapter 7,Non-Standard,595,60,Medium,0,0 prior claim(s) on record,Y,No,No,No,No,chess,3,2,No,,Facebook,Yes,Yes,David Ramirez,AGT-4699,Midwest Auto Insurance Agency,9c88a35da404e066,Verified,2/01/2010,DEV-40497F5B5CDB,Desktop/Mac,Chrome,192.168.61.165,No,Bank of America,b370448f7c41317b,3837,TOK-A9E4A77A8D12F36D,Money Order,0,No,No,No,No,5,5,No,No
CUST-IL-3283-4293,Customer,328387,Nancy,N,Collins,Nancy N. Collins,7/5/1973,53,Female,Single,unmarried,O+,US Citizen,7004,IL,DL-IL-46686318,nancy.collins@live.com,ncollins@support.tech,(815) 559-1060,(217) 936-4031,,SMS Text,English,No,Yes,Opted In - Email Only,Yes,Postal Mail Only,Electronic (PDF via Email),"5608 Horizon Way, Cicero, Il 61688","5608 Horizon Way, Cicero, Il 61688",Cicero,IL,Illinois,61688,Cicero County,USA,Owned,20,6/21/1990,428,35.7,Platinum,Active,Yes - Credit Card,24/7/2015,16/3/2015,77,8,52,53371.6,No,tech-support,Network Technician,Heartland Retail Corp.,20,Self-Employed,$30K-$60K,High School,0,0,0,$50K-$100K,,Standard,685,65,Medium,3,3 prior claim(s) on record,N,No,No,No,No,camping,2,2,No,Cat,Facebook,No,Yes,Robert Nguyen,AGT-6975,Central Midwest Agency,8af01cb8bb8ff0a0,Verified,12/01/2014,DEV-5BFBD6BDD676,Unknown,Edge,192.168.187.70,No,PNC,d0c43c6ee9b11e1f,1141,TOK-5531FD5C03D26188,Credit Card,0,No,No,No,No,2,7,No,No
CUST-IL-5401-8102,Customer,540152,Barbara,P,Howard,Barbara P. Howard,9/26/1986,40,Female,Single,not-in-family,A+,US Citizen,8004,IL,DL-IL-34648129,barbara824@aol.com,,(309) 305-6631,(815) 684-2021,(309) 523-2013,Online Portal,English,No,Yes,Opted In - All Channels,Yes,Email Only,Online Portal Only,"6059 Oak Dr, Aurora, Il 44831","6059 Oak Dr, Aurora, Il 44831",Aurora,IL,Illinois,44831,Aurora County,USA,Owned,9,2/20/2009,204,17.0,Gold,Active,No - Manual Payment,7/11/2015,17/10/2015,70,8,82,21354.72,No,sales,Business Development Rep,Clearwater Engineering,6,Part-Time,$60K-$100K,JD,0,0,0,$50K-$100K,,Standard,637,7,Low,3,3 prior claim(s) on record,N,No,No,No,No,hiking,1,1,No,Cat,Facebook,Yes,Yes,Lisa Bergman,AGT-3128,Prairie State Insurance Partners,6a015fb838567d52,Verified,11/01/2014,DEV-CF7F414CD755,Desktop/Windows,Safari,192.168.15.226,No,PNC,05cdcf58300e79bd,2814,TOK-054308F6248E5B32,ACH/Bank Transfer,0,No,No,No,No,3,7,No,No
CUST-IL-3859-7974,Customer,385932,Jerry,S,Nguyen,Jerry S. Nguyen,11/16/1975,51,Male,Married,wife,A+,US Citizen,2167,IL,DL-IL-69520092,jerry.nguyen@comcast.net,jnguyen@moving.biz,(630) 707-8752,(309) 318-9899,(630) 280-7827,Email,English,No,Yes,Opted In - All Channels,No,Email and Postal Mail,Paper Copy via Postal Mail,"1931 Sycamore Dr, Springfield, Il 47890","Po Box 9020, Springfield, Il 47890",Springfield,IL,Illinois,47890,Springfield County,USA,Owned,14,10/21/1995,364,30.3,Platinum,Active,Yes - ACH Bank Draft,15/6/2015,18/2/2015,73,9,13,38474.8,No,transport-moving,Logistics Coordinator,Keystone Industrial Corp.,7,Self-Employed,$60K-$100K,Masters,0,0,0,$50K-$100K,Chapter 7,Standard,677,100,High,3,3 prior claim(s) on record,Y,No,Yes,Yes,No,board-games,4,2,Yes,,,No,No,Karen Okafor,AGT-9833,Midwest Auto Insurance Agency,8948ee6bb3db3ea4,Verified,9/01/2010,DEV-3E24F8523B9B,Unknown,Safari,192.168.211.114,No,Bank of America,36d5ae2761dd3bb0,5901,TOK-BA978350EC3FE190,Money Order,3,No,No,No,No,5,0,No,No
CUST-IN-6186-1878,Customer,618682,Kevin,D,Gonzalez,Kevin D. Gonzalez,12/8/1991,35,Male,Other,own-child,B-,US Citizen,4026,IN,DL-IN-85642388,kevin.gonzalez@att.net,kgonzalez@localwork.com,(812) 873-3267,(260) 726-2807,(812) 295-6872,Email,English,No,No,Opted Out - No Marketing,Yes,Email Primary / Postal for Legal Notices,Electronic (PDF via Email),"6543 Liberty Cir, Fort Wayne, In 44269","6543 Liberty Cir, Fort Wayne, In 44269",Fort Wayne,IN,Indiana,44269,Fort Wayne County,USA,Rented,5,9/21/2010,185,15.4,Gold,Active,No - Manual Payment,3/9/2015,14/1/2015,75,6,18,21916.95,No,other-service,Retail Cashier,Midwest Manufacturing Co.,6,Full-Time,$60K-$100K,College,0,0,0,$50K-$100K,,Standard,686,75,High,2,2 prior claim(s) on record,N,No,No,No,No,sleeping,1,1,No,,Facebook,No,Yes,David Yamamoto,AGT-5842,Lakefront Coverage Group,db8e0529ce576a6c,Verified,1/01/2011,DEV-52D046E9454A,iPad,Safari,192.168.72.20,No,PNC,f1119f81e8e79d73,9352,TOK-8BA3133F6C2A6CF6,Debit Card,0,No,No,No,No,3,5,No,No
CUST-IL-5509-9741,Customer,550930,Timothy,L,Jackson,Timothy L. Jackson,6/26/2000,26,Male,Other,own-child,A+,US Citizen,6669,IL,DL-IL-65363902,timothy.jackson@protonmail.com,,(618) 910-7080,(773) 417-8490,,SMS Text,English,No,Yes,Opted Out - No Marketing,Yes,Email Primary / Postal for Legal Notices,Electronic (PDF via Email),"5467 Mulberry Rd, Decatur, Il 61382","5467 Mulberry Rd, Decatur, Il 61382",Decatur,IL,Illinois,61382,Decatur County,USA,Rented,1,11/21/2020,63,5.2,Silver,Active,No - Manual Payment,21/1/2015,23/6/2015,66,6,40,7875.0,No,craft-repair,Carpenter,Tri-State Construction LLC,4,Part-Time,$100K-$200K,PhD,0,-36500,-36500,<$50K,,Non-Standard,552,50,Medium,3,3 prior claim(s) on record,N,No,No,No,No,polo,2,2,No,Dog,Instagram,Yes,Yes,Kevin Nguyen,AGT-9720,Heartland Insurance Services,72d908e0e43ff35d,Verified,12/01/2012,DEV-D2E0EA9AAF83,iPhone,Firefox,192.168.47.254,No,US Bank,0379cd2a0ad6cacf,487,TOK-8D90D3A986DB08BC,Money Order,0,No,No,No,No,5,2,No,No
CUST-IL-9981-2292,Customer,998192,Brenda,E,Cooper,Brenda E. Cooper,12/15/1991,35,Female,Single,not-in-family,AB+,US Citizen,2457,IL,DL-IL-75254173,brenda.cooper@icloud.com,,(618) 741-4096,(309) 435-4430,,SMS Text,English,No,Yes,Opted In - Postal Only,Yes,Email Only,Electronic (PDF via Email),"8276 Horizon Ln, Aurora, Il 47620","8276 Horizon Ln, Aurora, Il 47620",Aurora,IL,Illinois,47620,Aurora County,USA,Owned,17,8/21/2008,210,17.5,Gold,Active,Yes - ACH Bank Draft,22/9/2015,4/2/2015,72,8,26,25082.4,No,exec-managerial,VP of Operations,Cardinal Health Systems,11,Self-Employed,$30K-$60K,College,0,-19500,-19500,<$50K,,Standard,669,100,High,1,1 prior claim(s) on record,Y,No,No,Yes,No,yachting,1,1,No,,,No,No,Nancy Nguyen,AGT-9954,Heartland Insurance Services,39ded56a3f9d3aa2,Verified,11/01/2013,DEV-132529403A59,Android,Firefox,192.168.61.27,No,Bank of America,37a907c393655559,2760,TOK-A22B897F3473E848,ACH/Bank Transfer,1,No,No,No,No,1,6,No,No
CUST-IN-6639-4667,Customer,663938,Anna,H,James,Anna H. James,6/17/1988,38,Female,Single,not-in-family,A-,US Citizen,8612,IN,DL-IN-74461910,anna814@aol.com,,(219) 832-3046,(765) 881-7679,(219) 534-5438,SMS Text,English,No,Yes,Opted In - All Channels,Yes,Postal Mail Only,Electronic (PDF via Email),"1809 Liberty Ave, Greenwood, In 60433","1809 Liberty Ave, Greenwood, In 60433",Greenwood,IN,Indiana,60433,Greenwood County,USA,Rented,16,12/21/2009,194,16.2,Gold,Active,Yes - Credit Card,28/12/2015,9/8/2015,99,4,6,19904.4,No,craft-repair,Welder,Heritage Financial Group,15,Part-Time,$60K-$100K,PhD,46500,0,46500,$50K-$100K,Chapter 7,Preferred,737,66,Medium,3,3 prior claim(s) on record,N,No,No,No,No,movies,2,2,No,,Instagram,Yes,Yes,Kevin Callahan,AGT-1165,Heartland Insurance Services,bec6f9bb63846435,Verified,12/01/2012,DEV-40D73B07AE81,Desktop/Mac,Unknown,192.168.40.189,No,Citibank,7e7dd91fda9b6df0,5212,TOK-AE64A030DF03D4F1,ACH/Bank Transfer,0,No,No,No,No,5,6,No,No
CUST-IN-7568-9845,Customer,756870,Michael,P,Moore,Michael P. Moore,3/15/1977,49,Male,Other,own-child,AB+,US Citizen,8852,IN,DL-IN-58294455,michael958@icloud.com,mmoore@aol.com,(260) 943-2686,(260) 775-4931,(260) 616-3292,Phone Call,English,No,Yes,Opted In - Postal Only,Yes,Email Primary / Postal for Legal Notices,Online Portal Only,"8730 Jefferson Rd, Fishers, In 44260","8730 Jefferson Rd, Fishers, In 44260",Fishers,IN,Indiana,44260,Fishers County,USA,Rented,20,8/21/2001,294,24.5,Gold,Active,Yes - Credit Card,13/5/2015,21/8/2015,90,5,1,27818.28,No,farming-fishing,Employed,Prairie State Industries,20,Full-Time,$60K-$100K,Masters,22700,0,22700,$50K-$100K,,Preferred,757,12,Low,0,0 prior claim(s) on record,N,No,No,No,Yes,bungie-jumping,3,1,Yes,,,Yes,No,Kevin Nguyen,AGT-1028,Prairie State Insurance Partners,abf224423e69d309,Verified,11/01/2013,DEV-D9030D59518E,Desktop/Mac,Firefox,192.168.59.155,No,Chase,6f3be29fe8dc12a0,1456,TOK-A71C6D50DF8D0F47,ACH/Bank Transfer,0,No,No,No,No,1,8,No,No
CUST-OH-3371-3505,Customer,337158,Thomas,E,Hill,Thomas E. Hill,4/10/1985,41,Male,Married,wife,O+,US Citizen,1683,OH,DL-OH-49256753,hill.t3@icloud.com,,(216) 718-9732,(216) 849-9932,(216) 455-7006,Phone Call,Polish,No,Yes,Opted In - Email Only,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"7909 Oak Way, Parma, Oh 43566","7909 Oak Way, Parma, Oh 43566",Parma,OH,Ohio,43566,Parma County,USA,Rented,18,6/22/2003,272,22.7,Gold,Active,No - Manual Payment,1/5/2015,9/9/2015,88,6,97,21436.32,No,protective-serv,Employed,Clearwater Engineering,13,Self-Employed,<$30K,MD,38600,-42800,-4200,<$50K,,Standard,659,100,High,2,2 prior claim(s) on record,Y,No,No,Yes,No,chess,2,2,No,Dog,Instagram,Yes,No,Robert Kowalski,AGT-4226,Tri-State Coverage Associates,6c29f14ae8fa4937,Verified,1/01/2012,DEV-F63766731BCC,iPad,Unknown,192.168.149.152,No,PNC,6cc4cfe3137a0533,9638,TOK-13645C5ECC180180,Debit Card,2,No,No,No,No,5,1,No,No
CUST-IN-9198-8508,Customer,919875,Nancy,D,Ramirez,Nancy D. Ramirez,10/27/1999,27,Female,Other,own-child,AB-,US Citizen,8282,IN,DL-IN-12646112,nancy117@msn.com,nramirez@hotmail.com,(812) 565-2191,(574) 688-6616,,SMS Text,English,No,No,Opted Out - No Marketing,No,Email and Postal Mail,Paper Copy via Postal Mail,"6211 Liberty Ave, Fishers, In 47086","6211 Liberty Ave, Fishers, In 47086",Fishers,IN,Indiana,47086,Fishers County,USA,Owned,3,11/22/2023,27,2.2,Bronze,Active,Yes - Credit Card,7/9/2015,2/8/2015,98,9,56,2517.21,No,adm-clerical,Employed,Hoosier Logistics Inc.,1,Self-Employed,$100K-$200K,College,0,-55800,-55800,<$50K,,Non-Standard,598,7,Low,1,1 prior claim(s) on record,N,No,No,No,No,dancing,2,2,No,Cat,Facebook,Yes,Yes,Robert Sullivan,AGT-5403,Prairie State Insurance Partners,3f90c40568f62ebc,Failed,4/01/2014,DEV-C2D8DD680963,iPhone,Edge,172.16.0.12,Yes,Fifth Third,d3efe2abfbb0f385,6887,TOK-04DD5B23BEA7A2E1,Check,0,No,No,No,No,4,8,No,No
CUST-IN-3156-2360,Customer,315631,Nicole,H,Lewis,Nicole H. Lewis,7/7/1987,39,Female,Single,not-in-family,O+,US Citizen,3157,IN,DL-IN-21298038,lewis.n9@hotmail.com,nlewis@community.org,(812) 351-1154,(574) 357-8343,,SMS Text,English,No,Yes,Opted Out - No Marketing,Yes,Email and Postal Mail,Electronic (PDF via Email),"6374 Birch Ave, Carmel, In 61290","6374 Birch Ave, Carmel, In 61290",Carmel,IN,Indiana,61290,Carmel County,USA,Rented,17,3/22/2005,251,20.9,Gold,Active,Yes - Credit Card,12/4/2015,13/9/2015,70,6,91,25770.17,No,other-service,Food Service Worker,Midwest Manufacturing Co.,3,Self-Employed,>$200K,Associate,0,-31700,-31700,<$50K,,Non-Standard,565,6,Low,1,1 prior claim(s) on record,N,No,No,No,No,hiking,2,2,No,Dog,Instagram,Yes,Yes,James Yamamoto,AGT-5983,Central Midwest Agency,505aca9bc0df3d0d,Verified,9/01/2011,DEV-86380EF12D96,Unknown,Firefox,192.168.188.246,No,Fifth Third,9f04e3a888ec6f88,2254,TOK-76AB69DDA30D261B,Credit Card,0,No,No,No,No,5,7,No,No
CUST-IN-1134-2522,Customer,113464,Catherine,G,Garcia,Catherine G. Garcia,6/16/1993,33,Female,Other,own-child,B+,US Citizen,1011,IN,DL-IN-92259379,catherine77@icloud.com,cgarcia@hotmail.com,(765) 929-1839,(317) 442-3536,,Phone Call,English,No,Yes,Opted Out - No Marketing,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"7740 Ridge Way, Lafayette, In 44187","7740 Ridge Way, Lafayette, In 44187",Lafayette,IN,Indiana,44187,Lafayette County,USA,Owned,14,2/20/2011,180,15.0,Gold,Active,Yes - ACH Bank Draft,16/10/2015,20/8/2015,65,8,71,15082.2,No,protective-serv,Employed,Heritage Financial Group,7,Full-Time,$100K-$200K,JD,58100,-49000,9100,$50K-$100K,,Standard Plus,725,89,High,2,2 prior claim(s) on record,N,No,No,No,No,hiking,2,2,No,Cat,Instagram,Yes,Yes,Robert Ashworth,AGT-9397,Prairie State Insurance Partners,e22aef9106d4e8f9,Verified,8/01/2010,DEV-9229F900715B,Desktop/Mac,Unknown,192.168.221.123,No,US Bank,7ae813bf269ac063,1557,TOK-72CD639E5BB3745F,Credit Card,0,No,No,No,No,0,6,No,No
CUST-OH-5564-8847,Customer,556415,Catherine,H,Jones,Catherine H. Jones,11/8/1976,50,Female,Single,not-in-family,O+,US Citizen,8299,OH,DL-OH-91431906,catherine.jones@yahoo.com,cjones@business.net,(330) 470-8192,(419) 240-7118,,Postal Mail,English,No,No,Opted Out - No Marketing,Yes,Email Only,Electronic (PDF via Email),"865 Mulberry Way, Cleveland, Oh 43149","865 Mulberry Way, Cleveland, Oh 43149",Cleveland,OH,Ohio,43149,Cleveland County,USA,Owned,3,6/21/1993,392,32.7,Platinum,Active,Yes - ACH Bank Draft,8/8/2015,12/11/2015,74,1,69,36224.72,No,exec-managerial,Business Analyst,Inland Empire Services,11,Self-Employed,$60K-$100K,PhD,68400,-66800,1600,$50K-$100K,,Standard Plus,691,67,Medium,3,3 prior claim(s) on record,N,No,No,No,No,exercise,3,1,No,Dog,Twitter/X,Yes,No,Angela Kowalski,AGT-8773,Midwest Auto Insurance Agency,d623e24134e8daa1,Verified,8/01/2012,DEV-EC6F188BF5C9,Unknown,Safari,192.168.99.23,No,Chase,0277ccb5508d0cbb,4468,TOK-88C8A46E18E80FB3,Money Order,0,No,Yes,No,No,5,3,No,No
CUST-IN-2502-6948,Customer,250249,Kimberly,L,Brown,Kimberly L. Brown,11/22/1996,30,Female,Single,unmarried,AB-,US Citizen,7020,IN,DL-IN-17586257,kimberly974@hotmail.com,kbrown@corporate.com,(812) 472-6240,(260) 525-2710,,SMS Text,English,No,Yes,Opted In - All Channels,Yes,Email and Postal Mail,Electronic (PDF via Email),"2560 Liberty Blvd, Indianapolis, In 43649","Po Box 2800, Indianapolis, In 43649",Indianapolis,IN,Indiana,43649,Indianapolis County,USA,Owned,10,3/23/2014,143,11.9,Silver,Active,Yes - Credit Card,28/10/2015,10/11/2015,98,5,38,16592.29,No,exec-managerial,Director of Finance,Buckeye Technology Group,2,Full-Time,<$30K,High School,0,-65700,-65700,<$50K,,Non-Standard,571,43,Medium,1,1 prior claim(s) on record,N,No,No,No,No,dancing,3,1,No,Multiple,Instagram,Yes,Yes,James Ramirez,AGT-5878,Heartland Insurance Services,77edf3c75b14252c,Not Started,5/01/2012,DEV-E3E929FD6184,Desktop/Windows,Unknown,192.168.144.175,No,Chase,d78fd5548407c870,4956,TOK-99401C1E7098B932,ACH/Bank Transfer,0,No,No,No,No,2,7,No,No
CUST-IN-4037-5707,Customer,403776,Samuel,L,Robinson,Samuel L. Robinson,12/5/1972,54,Male,Married,wife,A+,US Citizen,5768,IN,DL-IN-61862893,samuel.robinson@comcast.net,,(574) 462-1485,(260) 848-5753,,Phone Call,English,No,Yes,Opted In - Email Only,Yes,Email Primary / Postal for Legal Notices,Electronic (PDF via Email),"4712 Heritage St, Bloomington, In 46985","4712 Heritage St, Bloomington, In 46985",Bloomington,IN,Indiana,46985,Bloomington County,USA,Rented,10,3/22/1995,371,30.9,Platinum,Active,Yes - Credit Card,2/3/2015,8/7/2015,96,9,31,40746.93,No,craft-repair,HVAC Technician,Heritage Financial Group,4,Full-Time,$60K-$100K,High School,34700,-81000,-46300,<$50K,,Non-Standard,601,87,High,1,1 prior claim(s) on record,Y,No,No,No,No,movies,4,2,No,Cat,,Yes,No,James Morrison,AGT-3507,Central Midwest Agency,ea504faaf2f3f49f,Verified,4/01/2013,DEV-48D71E1F4E53,Desktop/Windows,Unknown,192.168.68.74,No,Citibank,ac5f92d23a611c4f,2811,TOK-0CA0ED710D41E2A3,Check,1,No,No,No,No,4,2,No,No
CUST-IN-3960-2436,Customer,396002,Paul,L,Parker,Paul L. Parker,9/4/1984,42,Male,Other,other-relative,AB+,US Citizen,6134,IN,DL-IN-22958609,paul586@gmail.com,,(574) 873-9510,(812) 460-3066,,Email,English,No,Yes,Opted In - Postal Only,No,Postal Mail Only,Paper Copy via Postal Mail,"9513 Liberty Pl, Carmel, In 60536","9513 Liberty Pl, Carmel, In 60536",Carmel,IN,Indiana,60536,Carmel County,USA,Rented,11,10/21/2001,292,24.3,Gold,Active,Yes - ACH Bank Draft,7/3/2015,5/7/2015,93,10,41,38646.2,No,machine-op-inspct,Production Supervisor,Clearwater Engineering,8,Full-Time,<$30K,JD,0,-53800,-53800,<$50K,,Non-Standard,589,73,High,1,1 prior claim(s) on record,N,No,No,No,No,camping,1,1,No,Dog,Facebook,No,Yes,Robert Nguyen,AGT-6515,Lakefront Coverage Group,996a04e3b8620da9,Verified,3/01/2011,DEV-0D5B18328798,Desktop/Mac,Unknown,192.168.76.251,No,Capital One,6c19ca46d677e4f1,7476,TOK-02E216B496814299,Money Order,0,No,No,No,No,0,0,No,No
CUST-IL-9769-2803,Customer,976908,Larry,W,Nelson,Larry W. Nelson,9/5/1991,35,Male,Other,own-child,B+,US Citizen,7020,IL,DL-IL-29673163,larry63@sbcglobal.net,,(217) 864-4386,(217) 874-6152,,SMS Text,English,No,Yes,Opted In - Email Only,Yes,Postal Mail Only,Both Electronic and Paper,"994 Meadow Pl, Oak Lawn, Il 44846","994 Meadow Pl, Oak Lawn, Il 44846",Oak Lawn,IL,Illinois,44846,Oak Lawn County,USA,Owned,5,5/22/2012,165,13.8,Silver,Active,No - Manual Payment,23/11/2015,21/3/2015,78,10,57,12375.0,No,craft-repair,Electrician,Crossroads Distribution Co.,3,Full-Time,$30K-$60K,College,0,-49900,-49900,<$50K,,Non-Standard,585,25,Low,1,1 prior claim(s) on record,N,No,No,No,No,camping,2,2,No,,Twitter/X,No,No,Maria Okafor,AGT-5557,Heartland Insurance Services,c6df3ad93e3f3f95,Verified,12/01/2015,DEV-DA7B686BE048,Unknown,Safari,192.168.7.216,No,US Bank,0a29f8a847deb1f4,8457,TOK-65328B215380E8C8,Money Order,0,No,No,No,No,1,3,No,No
CUST-OH-5094-6073,Customer,509489,Donald,S,Walker,Donald S. Walker,9/12/1993,33,Male,Single,unmarried,A+,US Citizen,5498,OH,DL-OH-23120380,dwalker79@gmail.com,dwalker@specialists.com,(440) 757-4944,(440) 775-7695,,Phone Call,English,No,Yes,Opted In - Email Only,No,SMS and Email,Paper Copy via Postal Mail,"3780 Persimmon Dr, Parma, Oh 43278","3780 Persimmon Dr, Parma, Oh 43278",Parma,OH,Ohio,43278,Parma County,USA,Family-Owned,6,12/21/2012,158,13.2,Silver,Active,Yes - Credit Card,8/6/2015,26/3/2015,67,3,84,22971.62,No,prof-specialty,Dentist,Valley View Properties,8,Full-Time,$100K-$200K,JD,0,0,0,$50K-$100K,,Standard,645,78,High,3,3 prior claim(s) on record,N,No,No,No,No,movies,1,1,No,Cat,LinkedIn,Yes,No,Michael Callahan,AGT-9092,Midwest Auto Insurance Agency,da379ec7b2bd5128,Verified,1/01/2010,DEV-27DD04BA6991,iPad,Safari,192.168.86.29,No,Citibank,52903b1df2a95615,4722,TOK-6716D4EC91637206,ACH/Bank Transfer,0,No,No,Yes,No,3,3,No,No
CUST-OH-4852-7572,Customer,485295,Cynthia,D,Brooks,Cynthia D. Brooks,7/18/1987,39,Female,Other,own-child,AB-,US Citizen,3820,OH,DL-OH-47959576,cynthia.brooks@att.net,cbrooks@icloud.com,(513) 843-7299,(513) 728-6654,,SMS Text,English,No,No,Opted In - Email Only,Yes,SMS and Email,Online Portal Only,"4960 Sunset Pl, Kettering, Oh 47359","4960 Sunset Pl, Kettering, Oh 47359",Kettering,OH,Ohio,47359,Kettering County,USA,Rented,19,1/20/2006,241,20.1,Gold,Active,Yes - ACH Bank Draft,21/8/2015,21/1/2015,75,9,29,25317.05,No,adm-clerical,Employed,North Star Consulting Group,13,Retired,$100K-$200K,JD,0,-54900,-54900,<$50K,,Non-Standard,573,65,Medium,1,1 prior claim(s) on record,N,No,No,No,Yes,paintball,2,1,No,,Facebook,No,No,Patricia Morrison,AGT-2902,Central Midwest Agency,caaf501d77a959bc,Verified,10/01/2015,DEV-6E6425D928E3,Desktop/Mac,Chrome,192.168.144.212,No,Citibank,5de7c4f053d4a4cd,4531,TOK-6459D74FA6855D60,Money Order,0,No,No,No,No,4,0,No,No
CUST-OH-3618-8248,Customer,361829,Mary,W,Morris,Mary W. Morris,2/15/1993,33,Female,Married,wife,O-,US Citizen,2350,OH,DL-OH-90535755,mary433@protonmail.com,mmorris@community.org,(216) 933-6499,(614) 566-3109,,Phone Call,English,No,Yes,Opted In - All Channels,Yes,Email Only,Electronic (PDF via Email),"4190 Horizon Way, Mentor, Oh 61841","4190 Horizon Way, Mentor, Oh 61841",Mentor,OH,Ohio,61841,Mentor County,USA,Family-Owned,1,7/22/2017,103,8.6,Silver,Active,Yes - Credit Card,15/3/2015,14/1/2015,65,5,47,8764.27,No,other-service,Food Service Worker,Tri-State Construction LLC,1,Full-Time,$100K-$200K,Masters,69500,-47700,21800,$50K-$100K,,Preferred,767,86,High,3,3 prior claim(s) on record,N,No,No,No,Yes,paintball,5,1,No,,Instagram,Yes,No,Nancy Fitzgerald,AGT-1356,Midwest Auto Insurance Agency,cd3925e15fae2315,Verified,1/01/2010,DEV-A63E2827C226,iPad,Firefox,192.168.26.113,No,Capital One,3cae4860ad3315c9,2836,TOK-49766AC5703067BC,Check,0,No,No,No,No,1,7,No,No
