:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-7209,PoliceOfficer,OFF-7209,Officer Maria Miller,Maria,Miller,7209,Sergeant,Metropolitan Police Department,Municipal,Precinct 19,District 6,Columbia,SC,12/01/1993,22,12/01/1993,Rotating,K9,39,11,50,0,0,Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(497) 637-5715,badge.7209@scpd.gov,6704,1,On Leave
OFF-6293,PoliceOfficer,OFF-6293,Officer Maria Harris,Maria,Harris,6293,Senior Officer,County Sheriff Police Department,Transit,Precinct 2,District 2,Albany,NY,5/01/1991,24,10/01/1991,Rotating,Special Investigations,172,146,23,9,0,EVOC (Emergency Driving),No,Yes,(308) 482-6002,badge.6293@nypd.gov,9110,1,Active
OFF-1935,PoliceOfficer,OFF-1935,Officer Michael Garcia,Michael,Garcia,1935,Senior Officer,Municipal Police Department,Transit,Precinct 12,District 8,Richmond,VA,10/01/2014,1,10/01/2014,Night (11PM-7AM),Patrol,178,125,75,9,1,Accident Reconstruction|Evidence Collection,Yes,No,(399) 463-2098,badge.1935@vapd.gov,4095,1,Active
OFF-4774,PoliceOfficer,OFF-4774,Officer Patricia Taylor,Patricia,Taylor,4774,Officer,Municipal Police Department,County Sheriff,Precinct 11,District 2,Columbus,OH,3/01/2001,14,9/01/2001,Rotating,Special Investigations,343,34,73,9,2,Traffic Investigation|DUI Enforcement|Accident Reconstruction|Evidence Collection,Yes,No,(855) 844-8368,badge.4774@ohpd.gov,6859,1,Active
OFF-2925,PoliceOfficer,OFF-2925,Officer Robert Thomas,Robert,Thomas,2925,Sergeant,Metropolitan Police Department,State Highway Patrol,Precinct 2,District 8,Columbia,SC,2/01/2003,12,12/01/2003,Night (11PM-7AM),Special Investigations,392,52,56,12,2,Traffic Investigation|Accident Reconstruction|EVOC (Emergency Driving)|DUI Enforcement,No,No,(989) 668-9287,badge.2925@scpd.gov,5819,1,Active
OFF-1959,PoliceOfficer,OFF-1959,Officer Maria Garcia,Maria,Garcia,1959,Sergeant,County Sheriff Police Department,State Highway Patrol,Precinct 12,District 6,Albany,NY,12/01/2008,7,8/01/2008,Day (7AM-3PM),Patrol,294,142,49,8,2,EVOC (Emergency Driving)|Crisis Intervention|Accident Reconstruction,No,Yes,(365) 424-4611,badge.1959@nypd.gov,8390,1,Active
OFF-1096,PoliceOfficer,OFF-1096,Officer Michael Thompson,Michael,Thompson,1096,Officer,Municipal Police Department,County Sheriff,Precinct 12,District 8,Raleigh,NC,5/01/1994,21,2/01/1994,Rotating,Special Investigations,184,43,50,4,2,Evidence Collection|EVOC (Emergency Driving)|Crisis Intervention,No,Yes,(875) 710-5900,badge.1096@ncpd.gov,9702,1,Active
OFF-6650,PoliceOfficer,OFF-6650,Officer John Martinez,John,Martinez,6650,Officer,County Sheriff Police Department,Municipal,Precinct 17,District 4,Columbia,SC,12/01/2008,7,8/01/2008,Night (11PM-7AM),Patrol,370,99,6,7,1,Traffic Investigation|Crisis Intervention|EVOC (Emergency Driving),Yes,No,(315) 287-6260,badge.6650@scpd.gov,1586,1,Active
OFF-8311,PoliceOfficer,OFF-8311,Officer William Robinson,William,Robinson,8311,Detective,Metropolitan Police Department,Municipal,Precinct 6,District 4,Charleston,WV,3/01/2006,9,8/01/2006,Rotating,K9,197,125,52,8,0,DUI Enforcement,No,No,(604) 898-6221,badge.8311@wvpd.gov,3442,1,Active
OFF-1143,PoliceOfficer,OFF-1143,Officer Karen Anderson,Karen,Anderson,1143,Officer,State Highway Patrol Police Department,Transit,Precinct 14,District 7,Columbia,SC,5/01/2005,10,10/01/2005,Night (11PM-7AM),Traffic,390,30,5,11,0,Crisis Intervention|Evidence Collection|Traffic Investigation,No,No,(564) 933-6501,badge.1143@scpd.gov,3287,1,Active
OFF-9716,PoliceOfficer,OFF-9716,Officer Barbara Jackson,Barbara,Jackson,9716,Senior Officer,Metropolitan Police Department,Municipal,Precinct 3,District 4,Albany,NY,5/01/1991,24,4/01/1991,Evening (3PM-11PM),Traffic,356,25,68,3,2,EVOC (Emergency Driving),No,Yes,(627) 456-9332,badge.9716@nypd.gov,8459,1,Retired
OFF-9635,PoliceOfficer,OFF-9635,Officer John Wilson,John,Wilson,9635,Officer,Metropolitan Police Department,Municipal,Precinct 15,District 1,Albany,NY,3/01/2000,15,11/01/2000,Rotating,K9,343,24,44,5,1,Accident Reconstruction,No,No,(518) 708-2030,badge.9635@nypd.gov,9127,1,Active
OFF-6823,PoliceOfficer,OFF-6823,Officer Linda Brown,Linda,Brown,6823,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 19,District 6,Charleston,WV,6/01/2010,5,8/01/2010,Evening (3PM-11PM),Traffic,245,22,38,12,2,DUI Enforcement|Evidence Collection|Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(316) 532-1077,badge.6823@wvpd.gov,3836,1,Active
OFF-2093,PoliceOfficer,OFF-2093,Officer David Harris,David,Harris,2093,Officer,Metropolitan Police Department,Transit,Precinct 2,District 1,Charleston,WV,5/01/2000,15,10/01/2000,Evening (3PM-11PM),Detective Bureau,103,72,28,11,2,EVOC (Emergency Driving),No,Yes,(384) 350-1905,badge.2093@wvpd.gov,1479,1,Active
OFF-5998,PoliceOfficer,OFF-5998,Officer Robert Johnson,Robert,Johnson,5998,Detective,County Sheriff Police Department,County Sheriff,Precinct 8,District 7,Albany,NY,10/01/2001,14,9/01/2001,Evening (3PM-11PM),Traffic,81,12,65,11,0,Evidence Collection,No,Yes,(907) 447-3323,badge.5998@nypd.gov,7602,1,Active
OFF-2128,PoliceOfficer,OFF-2128,Officer Maria Anderson,Maria,Anderson,2128,Captain,Municipal Police Department,Transit,Precinct 1,District 2,Charleston,WV,1/01/2005,10,3/01/2005,Night (11PM-7AM),Patrol,341,76,41,10,2,Accident Reconstruction|EVOC (Emergency Driving)|Evidence Collection,Yes,Yes,(743) 210-3992,badge.2128@wvpd.gov,9503,1,Active
OFF-7291,PoliceOfficer,OFF-7291,Officer David Davis,David,Davis,7291,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 17,District 3,Albany,NY,7/01/1994,21,7/01/1994,Day (7AM-3PM),Detective Bureau,271,23,68,2,0,EVOC (Emergency Driving)|Traffic Investigation|DUI Enforcement,No,No,(683) 343-9932,badge.7291@nypd.gov,3368,1,Active
OFF-6377,PoliceOfficer,OFF-6377,Officer William Jackson,William,Jackson,6377,Detective,Municipal Police Department,Transit,Precinct 18,District 8,Albany,NY,5/01/2003,12,3/01/2003,Night (11PM-7AM),Detective Bureau,98,118,67,10,2,EVOC (Emergency Driving),No,No,(240) 924-8609,badge.6377@nypd.gov,1405,1,Active
OFF-7963,PoliceOfficer,OFF-7963,Officer Sandra Martin,Sandra,Martin,7963,Lieutenant,Metropolitan Police Department,Municipal,Precinct 7,District 3,Charleston,WV,4/01/2009,6,4/01/2009,Evening (3PM-11PM),K9,119,36,39,7,0,Crisis Intervention,No,Yes,(940) 813-5933,badge.7963@wvpd.gov,8650,1,Active
OFF-9314,PoliceOfficer,OFF-9314,Officer Patricia Martinez,Patricia,Martinez,9314,Detective,County Sheriff Police Department,Transit,Precinct 19,District 7,Columbia,SC,5/01/2007,8,5/01/2007,Rotating,K9,389,17,51,12,0,Accident Reconstruction|DUI Enforcement|Traffic Investigation,Yes,Yes,(356) 855-1060,badge.9314@scpd.gov,2952,1,Active
OFF-9384,PoliceOfficer,OFF-9384,Officer Linda Robinson,Linda,Robinson,9384,Lieutenant,County Sheriff Police Department,State Highway Patrol,Precinct 7,District 8,Columbia,SC,7/01/2009,6,4/01/2009,Evening (3PM-11PM),K9,176,60,3,9,2,Accident Reconstruction|EVOC (Emergency Driving),Yes,No,(509) 461-2340,badge.9384@scpd.gov,4450,1,Active
OFF-8016,PoliceOfficer,OFF-8016,Officer Karen Robinson,Karen,Robinson,8016,Detective,State Highway Patrol Police Department,Municipal,Precinct 16,District 8,Raleigh,NC,4/01/2004,11,5/01/2004,Rotating,Special Investigations,179,111,7,4,2,Evidence Collection|Crisis Intervention,No,Yes,(457) 937-2268,badge.8016@ncpd.gov,5391,1,Active
OFF-6180,PoliceOfficer,OFF-6180,Officer Michael Anderson,Michael,Anderson,6180,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 5,District 3,Columbia,SC,5/01/2008,7,10/01/2008,Rotating,Traffic,347,92,62,12,1,Evidence Collection|Crisis Intervention|Accident Reconstruction,Yes,Yes,(823) 388-9110,badge.6180@scpd.gov,4741,1,Active
OFF-2514,PoliceOfficer,OFF-2514,Officer Michael Wilson,Michael,Wilson,2514,Sergeant,Metropolitan Police Department,County Sheriff,Precinct 5,District 1,Richmond,VA,8/01/2012,3,12/01/2012,Night (11PM-7AM),Detective Bureau,266,121,50,8,0,Accident Reconstruction|Crisis Intervention|DUI Enforcement,No,Yes,(933) 730-9891,badge.2514@vapd.gov,9470,1,Active
OFF-8812,PoliceOfficer,OFF-8812,Officer Karen Miller,Karen,Miller,8812,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 10,District 8,Columbia,SC,5/01/2012,3,12/01/2012,Night (11PM-7AM),Traffic,316,7,49,10,0,Accident Reconstruction|Traffic Investigation|Crisis Intervention,Yes,Yes,(945) 225-8711,badge.8812@scpd.gov,9431,1,Active
OFF-8113,PoliceOfficer,OFF-8113,Officer Linda Davis,Linda,Davis,8113,Senior Officer,State Highway Patrol Police Department,County Sheriff,Precinct 19,District 8,Richmond,VA,4/01/2011,4,6/01/2011,Evening (3PM-11PM),Special Investigations,379,127,53,4,2,Traffic Investigation,Yes,No,(921) 413-2110,badge.8113@vapd.gov,4144,1,Active
OFF-4558,PoliceOfficer,OFF-4558,Officer Michael Jackson,Michael,Jackson,4558,Officer,State Highway Patrol Police Department,Transit,Precinct 5,District 3,Charleston,WV,10/01/1990,25,3/01/1990,Evening (3PM-11PM),Detective Bureau,221,128,40,5,2,Accident Reconstruction|Evidence Collection|DUI Enforcement,No,Yes,(952) 994-5619,badge.4558@wvpd.gov,2689,1,Active
OFF-9679,PoliceOfficer,OFF-9679,Officer Karen Thomas,Karen,Thomas,9679,Senior Officer,State Highway Patrol Police Department,Municipal,Precinct 2,District 7,Albany,NY,12/01/2002,13,5/01/2002,Night (11PM-7AM),Special Investigations,262,80,7,1,2,Evidence Collection|Traffic Investigation|Accident Reconstruction|DUI Enforcement,No,Yes,(920) 293-5497,badge.9679@nypd.gov,1195,1,Active
OFF-7181,PoliceOfficer,OFF-7181,Officer William White,William,White,7181,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 6,District 1,Charleston,WV,3/01/1992,23,7/01/1992,Night (11PM-7AM),K9,326,70,3,1,1,Evidence Collection|Traffic Investigation|Crisis Intervention|Accident Reconstruction,No,No,(323) 943-6833,badge.7181@wvpd.gov,4725,1,Active
OFF-9010,PoliceOfficer,OFF-9010,Officer David Harris,David,Harris,9010,Sergeant,Metropolitan Police Department,Municipal,Precinct 18,District 7,Columbia,SC,9/01/2009,6,8/01/2009,Evening (3PM-11PM),Detective Bureau,320,84,7,3,0,EVOC (Emergency Driving)|Crisis Intervention|DUI Enforcement|Evidence Collection,No,Yes,(860) 641-7364,badge.9010@scpd.gov,1853,1,Active
OFF-6761,PoliceOfficer,OFF-6761,Officer William White,William,White,6761,Senior Officer,Municipal Police Department,Municipal,Precinct 7,District 8,Raleigh,NC,4/01/2014,1,5/01/2014,Evening (3PM-11PM),Special Investigations,315,87,79,5,1,Evidence Collection|DUI Enforcement,Yes,Yes,(488) 794-4642,badge.6761@ncpd.gov,6238,1,Active
OFF-6134,PoliceOfficer,OFF-6134,Officer Sandra Martin,Sandra,Martin,6134,Officer,Municipal Police Department,County Sheriff,Precinct 8,District 5,Columbia,SC,10/01/2001,14,7/01/2001,Day (7AM-3PM),Detective Bureau,379,17,78,0,0,Evidence Collection|Accident Reconstruction,No,Yes,(969) 256-8217,badge.6134@scpd.gov,2205,1,On Leave
OFF-8133,PoliceOfficer,OFF-8133,Officer Linda White,Linda,White,8133,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 19,District 6,Richmond,VA,12/01/1996,19,7/01/1996,Rotating,Special Investigations,190,147,10,11,0,EVOC (Emergency Driving)|Evidence Collection|Crisis Intervention|DUI Enforcement,Yes,No,(685) 702-3858,badge.8133@vapd.gov,5643,1,Active
OFF-1889,PoliceOfficer,OFF-1889,Officer William Anderson,William,Anderson,1889,Detective,County Sheriff Police Department,Municipal,Precinct 13,District 7,Richmond,VA,6/01/2013,2,4/01/2013,Night (11PM-7AM),Patrol,138,77,7,4,2,Accident Reconstruction|Crisis Intervention|DUI Enforcement,Yes,Yes,(634) 769-5064,badge.1889@vapd.gov,1487,1,Active
OFF-7340,PoliceOfficer,OFF-7340,Officer Linda Johnson,Linda,Johnson,7340,Sergeant,Metropolitan Police Department,Municipal,Precinct 20,District 7,Columbus,OH,2/01/2005,10,9/01/2005,Day (7AM-3PM),Traffic,196,33,62,2,2,Evidence Collection,No,No,(387) 352-9188,badge.7340@ohpd.gov,6763,1,Active
OFF-6225,PoliceOfficer,OFF-6225,Officer Karen White,Karen,White,6225,Detective,Municipal Police Department,State Highway Patrol,Precinct 4,District 4,Columbia,SC,12/01/2004,11,1/01/2004,Rotating,Patrol,144,45,28,6,1,EVOC (Emergency Driving),No,No,(265) 807-4331,badge.6225@scpd.gov,9046,1,Active
OFF-8030,PoliceOfficer,OFF-8030,Officer Robert Martinez,Robert,Martinez,8030,Sergeant,Metropolitan Police Department,Municipal,Precinct 6,District 5,Columbia,SC,9/01/1991,24,8/01/1991,Day (7AM-3PM),Special Investigations,214,29,77,11,0,Evidence Collection|Traffic Investigation|Crisis Intervention|EVOC (Emergency Driving),Yes,Yes,(767) 743-1963,badge.8030@scpd.gov,1737,1,Active
OFF-2966,PoliceOfficer,OFF-2966,Officer William Davis,William,Davis,2966,Captain,Metropolitan Police Department,State Highway Patrol,Precinct 1,District 7,Charleston,WV,8/01/2004,11,5/01/2004,Rotating,Detective Bureau,146,68,21,9,1,Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(473) 415-4854,badge.2966@wvpd.gov,6649,1,Active
OFF-6143,PoliceOfficer,OFF-6143,Officer Karen Miller,Karen,Miller,6143,Officer,State Highway Patrol Police Department,Municipal,Precinct 19,District 8,Raleigh,NC,3/01/2007,8,3/01/2007,Rotating,Detective Bureau,105,129,4,7,2,Traffic Investigation|DUI Enforcement|Accident Reconstruction,Yes,No,(388) 784-4212,badge.6143@ncpd.gov,8544,1,Active
OFF-3426,PoliceOfficer,OFF-3426,Officer Patricia Martinez,Patricia,Martinez,3426,Detective,Municipal Police Department,Transit,Precinct 4,District 3,Charleston,WV,12/01/2009,6,6/01/2009,Day (7AM-3PM),K9,382,96,17,8,0,Traffic Investigation|Crisis Intervention,Yes,No,(248) 732-5918,badge.3426@wvpd.gov,4851,1,Retired
OFF-4667,PoliceOfficer,OFF-4667,Officer Patricia Taylor,Patricia,Taylor,4667,Officer,Municipal Police Department,County Sheriff,Precinct 17,District 2,Charleston,WV,5/01/1994,21,11/01/1994,Evening (3PM-11PM),Detective Bureau,72,75,75,2,2,DUI Enforcement|Traffic Investigation,Yes,No,(668) 326-9549,badge.4667@wvpd.gov,9090,1,Active
OFF-7765,PoliceOfficer,OFF-7765,Officer James Miller,James,Miller,7765,Sergeant,Municipal Police Department,County Sheriff,Precinct 16,District 3,Charleston,WV,3/01/2006,9,5/01/2006,Day (7AM-3PM),Traffic,320,84,71,7,0,Traffic Investigation|Accident Reconstruction|EVOC (Emergency Driving),Yes,No,(462) 798-6829,badge.7765@wvpd.gov,9368,1,Active
OFF-2700,PoliceOfficer,OFF-2700,Officer Michael Moore,Michael,Moore,2700,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 17,District 3,Albany,NY,5/01/1996,19,11/01/1996,Rotating,K9,271,124,50,10,0,Crisis Intervention|DUI Enforcement|Traffic Investigation,No,Yes,(298) 933-9994,badge.2700@nypd.gov,5888,1,Active
OFF-4633,PoliceOfficer,OFF-4633,Officer Sandra Taylor,Sandra,Taylor,4633,Senior Officer,County Sheriff Police Department,State Highway Patrol,Precinct 3,District 2,Albany,NY,7/01/1988,27,1/01/1988,Evening (3PM-11PM),Detective Bureau,303,90,49,4,1,DUI Enforcement,No,Yes,(647) 655-1227,badge.4633@nypd.gov,9389,1,Active
OFF-4361,PoliceOfficer,OFF-4361,Officer Maria Johnson,Maria,Johnson,4361,Detective,Municipal Police Department,Transit,Precinct 12,District 4,Richmond,VA,6/01/1995,20,5/01/1995,Day (7AM-3PM),Detective Bureau,235,106,32,9,0,Crisis Intervention|Traffic Investigation|EVOC (Emergency Driving)|DUI Enforcement,No,No,(655) 687-8193,badge.4361@vapd.gov,5486,1,On Leave
OFF-4904,PoliceOfficer,OFF-4904,Officer Maria Johnson,Maria,Johnson,4904,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 20,District 8,Charleston,WV,11/01/2007,8,9/01/2007,Rotating,K9,287,25,18,12,2,DUI Enforcement|Traffic Investigation|Evidence Collection|Crisis Intervention,No,Yes,(244) 703-7638,badge.4904@wvpd.gov,9078,1,Active
OFF-6189,PoliceOfficer,OFF-6189,Officer John Williams,John,Williams,6189,Lieutenant,Metropolitan Police Department,Municipal,Precinct 8,District 1,Columbia,SC,8/01/1996,19,1/01/1996,Rotating,Patrol,198,97,61,12,1,DUI Enforcement,No,Yes,(882) 487-6223,badge.6189@scpd.gov,4201,1,Active
OFF-6577,PoliceOfficer,OFF-6577,Officer Barbara Taylor,Barbara,Taylor,6577,Sergeant,County Sheriff Police Department,Municipal,Precinct 6,District 6,Columbia,SC,1/01/2003,12,5/01/2003,Day (7AM-3PM),Traffic,290,45,59,6,1,Traffic Investigation|Accident Reconstruction|Crisis Intervention,No,Yes,(839) 912-3540,badge.6577@scpd.gov,5652,1,Active
OFF-9778,PoliceOfficer,OFF-9778,Officer Sandra Jackson,Sandra,Jackson,9778,Detective,County Sheriff Police Department,County Sheriff,Precinct 13,District 7,Columbia,SC,12/01/1995,20,4/01/1995,Night (11PM-7AM),Special Investigations,364,95,54,4,1,Accident Reconstruction|Evidence Collection|EVOC (Emergency Driving),No,Yes,(833) 346-6046,badge.9778@scpd.gov,6130,1,Active
OFF-7572,PoliceOfficer,OFF-7572,Officer Linda Davis,Linda,Davis,7572,Detective,Municipal Police Department,Municipal,Precinct 11,District 4,Columbia,SC,10/01/2006,9,4/01/2006,Night (11PM-7AM),Special Investigations,91,108,26,0,1,Accident Reconstruction|DUI Enforcement|Traffic Investigation|EVOC (Emergency Driving),No,Yes,(262) 354-1877,badge.7572@scpd.gov,4733,1,Active
OFF-9964,PoliceOfficer,OFF-9964,Officer James Thompson,James,Thompson,9964,Senior Officer,Municipal Police Department,County Sheriff,Precinct 7,District 2,Albany,NY,10/01/2010,5,11/01/2010,Day (7AM-3PM),K9,366,15,54,1,1,DUI Enforcement|Accident Reconstruction|Traffic Investigation|Crisis Intervention,No,Yes,(239) 979-8358,badge.9964@nypd.gov,7109,1,Active
OFF-8361,PoliceOfficer,OFF-8361,Officer Robert Martinez,Robert,Martinez,8361,Detective,County Sheriff Police Department,County Sheriff,Precinct 7,District 3,Albany,NY,4/01/2005,10,3/01/2005,Evening (3PM-11PM),Special Investigations,345,22,10,12,1,Crisis Intervention|DUI Enforcement|Evidence Collection|Traffic Investigation,Yes,No,(364) 763-6505,badge.8361@nypd.gov,1724,1,Active
OFF-5455,PoliceOfficer,OFF-5455,Officer Robert Thomas,Robert,Thomas,5455,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 9,District 3,Columbia,SC,9/01/1987,28,10/01/1987,Evening (3PM-11PM),Special Investigations,311,109,37,0,1,Accident Reconstruction,No,Yes,(532) 471-5798,badge.5455@scpd.gov,4941,1,Active
OFF-8754,PoliceOfficer,OFF-8754,Officer Barbara Martin,Barbara,Martin,8754,Sergeant,State Highway Patrol Police Department,Municipal,Precinct 2,District 3,Columbia,SC,12/01/1994,21,6/01/1994,Night (11PM-7AM),Special Investigations,132,33,66,5,0,Crisis Intervention|DUI Enforcement|Accident Reconstruction,Yes,Yes,(322) 693-5419,badge.8754@scpd.gov,5581,1,Active
OFF-5717,PoliceOfficer,OFF-5717,Officer Patricia Thompson,Patricia,Thompson,5717,Detective,Metropolitan Police Department,State Highway Patrol,Precinct 15,District 1,Charleston,WV,10/01/1998,17,2/01/1998,Day (7AM-3PM),Detective Bureau,128,42,25,3,0,Evidence Collection|Crisis Intervention,No,No,(837) 582-5030,badge.5717@wvpd.gov,7546,1,Active
OFF-8562,PoliceOfficer,OFF-8562,Officer William Johnson,William,Johnson,8562,Detective,County Sheriff Police Department,County Sheriff,Precinct 12,District 5,Raleigh,NC,6/01/2007,8,7/01/2007,Day (7AM-3PM),K9,183,103,46,0,0,Evidence Collection|Traffic Investigation,No,Yes,(270) 858-1193,badge.8562@ncpd.gov,9476,1,Active
OFF-1308,PoliceOfficer,OFF-1308,Officer David Martin,David,Martin,1308,Detective,County Sheriff Police Department,Transit,Precinct 20,District 7,Albany,NY,9/01/1994,21,4/01/1994,Rotating,K9,353,140,40,1,2,Crisis Intervention|DUI Enforcement|Accident Reconstruction,Yes,No,(360) 896-7894,badge.1308@nypd.gov,4629,1,Active
OFF-2012,PoliceOfficer,OFF-2012,Officer Karen Brown,Karen,Brown,2012,Officer,State Highway Patrol Police Department,Transit,Precinct 6,District 7,Charleston,WV,5/01/2002,13,6/01/2002,Rotating,K9,172,31,35,8,0,DUI Enforcement|Crisis Intervention,Yes,Yes,(952) 818-9344,badge.2012@wvpd.gov,1506,1,Active
OFF-6039,PoliceOfficer,OFF-6039,Officer Patricia Taylor,Patricia,Taylor,6039,Captain,Municipal Police Department,County Sheriff,Precinct 3,District 7,Charleston,WV,4/01/2004,11,9/01/2004,Night (11PM-7AM),Special Investigations,75,25,33,6,1,Accident Reconstruction|EVOC (Emergency Driving),No,No,(484) 901-8624,badge.6039@wvpd.gov,9333,1,On Leave
OFF-6317,PoliceOfficer,OFF-6317,Officer Karen Moore,Karen,Moore,6317,Detective,Metropolitan Police Department,State Highway Patrol,Precinct 4,District 5,Philadelphia,PA,1/01/2013,2,3/01/2013,Rotating,Traffic,129,88,34,8,1,Traffic Investigation|Evidence Collection|DUI Enforcement,Yes,Yes,(292) 283-7129,badge.6317@papd.gov,9211,1,Active
OFF-6517,PoliceOfficer,OFF-6517,Officer Patricia Davis,Patricia,Davis,6517,Officer,County Sheriff Police Department,Transit,Precinct 9,District 6,Charleston,WV,7/01/2009,6,7/01/2009,Day (7AM-3PM),Traffic,88,14,1,3,2,DUI Enforcement,No,Yes,(205) 807-6657,badge.6517@wvpd.gov,5978,1,Active
OFF-4325,PoliceOfficer,OFF-4325,Officer Robert Wilson,Robert,Wilson,4325,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 5,District 5,Columbia,SC,6/01/2003,12,9/01/2003,Night (11PM-7AM),K9,247,118,19,11,2,Accident Reconstruction|Traffic Investigation,No,Yes,(462) 772-1351,badge.4325@scpd.gov,3987,1,Active
OFF-1577,PoliceOfficer,OFF-1577,Officer Patricia Harris,Patricia,Harris,1577,Officer,Metropolitan Police Department,Transit,Precinct 4,District 8,Richmond,VA,9/01/2004,11,1/01/2004,Day (7AM-3PM),Special Investigations,54,44,64,4,1,Traffic Investigation|Accident Reconstruction|Crisis Intervention|Evidence Collection,Yes,Yes,(410) 680-9437,badge.1577@vapd.gov,1875,1,Active
OFF-4976,PoliceOfficer,OFF-4976,Officer William Martin,William,Martin,4976,Senior Officer,Municipal Police Department,Municipal,Precinct 14,District 8,Columbia,SC,1/01/2009,6,6/01/2009,Rotating,Detective Bureau,339,20,27,7,0,Traffic Investigation|Accident Reconstruction|EVOC (Emergency Driving)|Evidence Collection,No,Yes,(543) 347-5503,badge.4976@scpd.gov,1575,1,Active
OFF-8233,PoliceOfficer,OFF-8233,Officer Patricia Johnson,Patricia,Johnson,8233,Lieutenant,State Highway Patrol Police Department,Transit,Precinct 9,District 7,Raleigh,NC,6/01/1991,24,2/01/1991,Night (11PM-7AM),Traffic,394,74,46,5,0,Accident Reconstruction,Yes,No,(960) 740-3234,badge.8233@ncpd.gov,6824,1,Active
OFF-4683,PoliceOfficer,OFF-4683,Officer Linda Martinez,Linda,Martinez,4683,Officer,Municipal Police Department,State Highway Patrol,Precinct 8,District 7,Philadelphia,PA,2/01/1991,24,3/01/1991,Day (7AM-3PM),Traffic,390,33,1,9,2,Traffic Investigation|Evidence Collection|Crisis Intervention|EVOC (Emergency Driving),No,No,(869) 317-6470,badge.4683@papd.gov,9039,1,Active
OFF-9268,PoliceOfficer,OFF-9268,Officer William Miller,William,Miller,9268,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 8,District 6,Albany,NY,1/01/2004,11,12/01/2004,Night (11PM-7AM),Patrol,130,135,19,6,2,EVOC (Emergency Driving),No,Yes,(290) 963-2417,badge.9268@nypd.gov,8287,1,Active
OFF-2671,PoliceOfficer,OFF-2671,Officer Robert Martinez,Robert,Martinez,2671,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 12,District 1,Charleston,WV,12/01/2000,15,12/01/2000,Night (11PM-7AM),Detective Bureau,395,146,15,1,1,Accident Reconstruction|Traffic Investigation,No,Yes,(988) 344-2720,badge.2671@wvpd.gov,6342,1,Active
OFF-1852,PoliceOfficer,OFF-1852,Officer Sandra Davis,Sandra,Davis,1852,Officer,State Highway Patrol Police Department,Municipal,Precinct 11,District 7,Raleigh,NC,5/01/2012,3,11/01/2012,Day (7AM-3PM),Special Investigations,161,97,19,8,1,Accident Reconstruction,No,No,(800) 556-2436,badge.1852@ncpd.gov,8319,1,Active
OFF-6641,PoliceOfficer,OFF-6641,Officer Michael Miller,Michael,Miller,6641,Sergeant,County Sheriff Police Department,Transit,Precinct 9,District 7,Columbia,SC,6/01/1990,25,3/01/1990,Night (11PM-7AM),Traffic,240,62,73,12,1,Accident Reconstruction|Crisis Intervention|DUI Enforcement|Traffic Investigation,Yes,Yes,(481) 987-9337,badge.6641@scpd.gov,9658,1,Active
OFF-4226,PoliceOfficer,OFF-4226,Officer John Thompson,John,Thompson,4226,Officer,State Highway Patrol Police Department,Transit,Precinct 7,District 2,Charleston,WV,5/01/1988,27,4/01/1988,Rotating,Patrol,307,105,26,10,2,EVOC (Emergency Driving)|Evidence Collection,No,Yes,(330) 663-2166,badge.4226@wvpd.gov,8899,1,Active
OFF-4146,PoliceOfficer,OFF-4146,Officer Robert Anderson,Robert,Anderson,4146,Detective,State Highway Patrol Police Department,County Sheriff,Precinct 18,District 6,Columbia,SC,7/01/2013,2,5/01/2013,Evening (3PM-11PM),Patrol,121,22,42,0,2,Evidence Collection|DUI Enforcement|Traffic Investigation|Crisis Intervention,No,No,(209) 394-8533,badge.4146@scpd.gov,8034,1,Active
OFF-1708,PoliceOfficer,OFF-1708,Officer Robert Johnson,Robert,Johnson,1708,Detective,Municipal Police Department,County Sheriff,Precinct 20,District 1,Columbia,SC,7/01/1990,25,6/01/1990,Rotating,Traffic,248,17,55,1,0,DUI Enforcement|EVOC (Emergency Driving)|Traffic Investigation|Accident Reconstruction,No,No,(781) 734-7162,badge.1708@scpd.gov,9644,1,Active
