:ID,:LABEL,transaction_id,transaction_type,linked_claim_id,linked_policy_number,amount_usd,payment_account_id,payment_routing_hash,payment_method,transaction_date,bank_name,routing_number_hash,account_type,transaction_status,fraud_flag,velocity_flag,round_amount_flag,payee_name,payee_entity_id,payment_channel,is_shared_account_flag,counterparty_entity_type,days_to_payment,suspicious_timing_flag
TXN-000864,FinancialTransaction,TXN-000864,Premium Payment,,250249,4678.38,PAY-1D48E79279,a6d4e88598935c78,ACH,15/3/2015,BOA,77108c65a936,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,60,No
TXN-000865,FinancialTransaction,TXN-000865,Premium Payment,,403776,3139.36,PAY-FED61D0E35,8572862eb8b335b6,ACH,14/2/2015,Wells Fargo,383bed0ac28a,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Customer,52,No
TXN-000866,FinancialTransaction,TXN-000866,Premium Payment,,396002,8444.09,PAY-27069F1EEF,ed1e0c476047b73c,Check,28/2/2015,Wells Fargo,371275d20b32,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,RepairShop,29,No
TXN-000867,FinancialTransaction,TXN-000867,Premium Payment,,976908,5917.96,PAY-5428C0EED6,5eb0dccbaf65e641,Check,18/8/2015,BOA,44d37b1e752a,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Lawyer,25,No
TXN-000868,FinancialTransaction,TXN-000868,Premium Payment,,509489,3735.71,PAY-C7AE46A2CD,ba1bb342d3b5eb84,ACH,12/8/2015,BOA,7e9ebaf49ada,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,44,No
TXN-000869,FinancialTransaction,TXN-000869,Premium Payment,,485295,3024.97,PAY-C2D2AD05A3,6c0de6e42b8d8a4a,ACH,25/3/2015,Wells Fargo,0a2d5ed0890b,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,21,No
TXN-000870,FinancialTransaction,TXN-000870,Premium Payment,,361829,7565.53,PAY-803F19B2C4,58ffea778762e407,Credit Card,9/8/2015,Chase,057d97d58fb7,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,34,No
TXN-000871,FinancialTransaction,TXN-000871,Premium Payment,,603632,6684.44,PAY-AF7D806982,f198ee7f9296875f,ACH,27/3/2015,Citibank,d95ca0c147d3,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Lawyer,44,No
TXN-000872,FinancialTransaction,TXN-000872,Premium Payment,,783494,4307.17,PAY-3347D9E912,8e5e486a63534ff0,ACH,13/8/2015,Chase,a38b3fbd3c67,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,3,No
TXN-000873,FinancialTransaction,TXN-000873,Claim Payment,CLM-439049,439049,71100.0,PAY-0F3B23A3D7,5c60325b8eae7412,Check,18/11/2015,BOA,3a33e46b586f,Savings,Cleared,No,No,Yes,Repair Shop,CLM-439049,ACH,No,Hospital,7,No
TXN-000874,FinancialTransaction,TXN-000874,Premium Payment,,439049,6194.83,PAY-0F3B23A3D7,5c60325b8eae7412,ACH,15/12/2015,Chase,b359cedaa6c1,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,59,No
TXN-000875,FinancialTransaction,TXN-000875,Premium Payment,,502634,6729.18,PAY-03A881DED6,27cb0d06fbdd33f0,ACH,28/12/2015,Wells Fargo,5e530181a58a,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,35,No
TXN-000876,FinancialTransaction,TXN-000876,Premium Payment,,378588,5490.15,PAY-B492D4FFB9,05b7280c81d5be97,Check,16/3/2015,BOA,260cc8e20566,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,41,No
TXN-000877,FinancialTransaction,TXN-000877,Claim Payment,CLM-794731,794731,51090.0,PAY-FBF28E952A,0a40bc395c7b0f83,Credit Card,6/5/2015,Citibank,e6f23099e3fd,Checking,Cleared,No,No,No,Insured,CLM-794731,Unknown,No,Unknown,23,No
TXN-000878,FinancialTransaction,TXN-000878,Premium Payment,,794731,4096.28,PAY-FBF28E952A,0a40bc395c7b0f83,Check,1/4/2015,BOA,b18130c00cc6,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,55,No
TXN-000879,FinancialTransaction,TXN-000879,Premium Payment,,641934,5397.69,PAY-DCF0A1D0B2,4643e3bb2fbb6828,Check,28/5/2015,Chase,2ba67412dd9c,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,28,No
TXN-000880,FinancialTransaction,TXN-000880,Claim Payment,CLM-113516,113516,67320.0,PAY-53FF8698FE,68823708e5773d53,Check,24/8/2015,Citibank,987391888349,Savings,Flagged,No,No,No,Insured,CLM-113516,Unknown,No,Hospital,40,No
TXN-000881,FinancialTransaction,TXN-000881,Premium Payment,,113516,5440.13,PAY-53FF8698FE,68823708e5773d53,ACH,5/9/2015,BOA,9288f0dbc472,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,59,No
TXN-000882,FinancialTransaction,TXN-000882,Claim Payment,CLM-425631,425631,76120.0,PAY-35D422105E,c8791fdea7aeecb6,ACH,18/1/2015,Citibank,48c6c6c7c236,Savings,Cleared,No,No,No,Insured,CLM-425631,Check,No,Hospital,42,No
TXN-000883,FinancialTransaction,TXN-000883,Premium Payment,,425631,6348.1,PAY-35D422105E,c8791fdea7aeecb6,Check,6/9/2015,Citibank,fc974b98ffbb,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,55,No
TXN-000884,FinancialTransaction,TXN-000884,Claim Payment,CLM-542245,542245,85020.0,PAY-07352C529A,9653362c7ce68d3f,ACH,,Wells Fargo,38c3af98ab61,Checking,Cleared,No,No,No,Attorney,CLM-542245,Check,No,Hospital,18,No
TXN-000885,FinancialTransaction,TXN-000885,Premium Payment,,542245,6853.73,PAY-07352C529A,9653362c7ce68d3f,ACH,20/12/2015,Wells Fargo,285028cc31b2,Checking,Pending,No,No,No,Insurance Carrier,,Unknown,No,Customer,22,No
TXN-000886,FinancialTransaction,TXN-000886,Claim Payment,CLM-512894,512894,68090.0,PAY-FC357CFDC6,1cc6ca0c86f32de9,ACH,,Wells Fargo,690212f79d8c,Checking,Cleared,No,No,No,Insured,CLM-512894,ACH,No,RepairShop,18,No
TXN-000887,FinancialTransaction,TXN-000887,Premium Payment,,512894,5523.62,PAY-FC357CFDC6,1cc6ca0c86f32de9,Check,18/10/2015,Wells Fargo,352857f8db65,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Customer,18,No
TXN-000888,FinancialTransaction,TXN-000888,Premium Payment,,633090,603.77,PAY-5BD82B23B0,4f8fd522ceead5f0,ACH,24/3/2015,Chase,14215d9c0a0a,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,52,No
TXN-000889,FinancialTransaction,TXN-000889,Claim Payment,CLM-464234,464234,5100.0,PAY-51C0CB28B7,ef33ec8813283581,Wire Transfer,28/3/2015,BOA,60c5e7f56419,Savings,Cleared,No,No,Yes,Insured,CLM-464234,Venmo,No,Lawyer,7,No
TXN-000890,FinancialTransaction,TXN-000890,Premium Payment,,464234,514.41,PAY-51C0CB28B7,ef33ec8813283581,Check,9/6/2015,Chase,66750f3b4594,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,Yes,Hospital,17,No
TXN-000891,FinancialTransaction,TXN-000891,Premium Payment,,290162,458.84,PAY-0004BDB4AF,2e209c4a4cb750f4,ACH,3/6/2015,Citibank,be2abecf1cc2,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,42,No
TXN-000892,FinancialTransaction,TXN-000892,Premium Payment,,638155,5991.84,PAY-0EB907A850,2f6bb5cd590c2928,Credit Card,6/3/2015,BOA,73f83e57be1f,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,38,No
TXN-000893,FinancialTransaction,TXN-000893,Claim Payment,CLM-911429,911429,70900.0,PAY-DFE42CB96C,8c4427696cef5c1a,Credit Card,28/3/2015,Citibank,2d4ab9343b3b,Checking,Cleared,No,No,Yes,Attorney,CLM-911429,Unknown,No,Hospital,26,No
TXN-000894,FinancialTransaction,TXN-000894,Premium Payment,,911429,5891.23,PAY-DFE42CB96C,8c4427696cef5c1a,ACH,8/10/2015,Chase,cd8c6ea5511d,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,30,No
TXN-000895,FinancialTransaction,TXN-000895,Claim Payment,CLM-106186,106186,65100.0,PAY-D0763E42E0,a13628738282fc2d,Credit Card,21/4/2015,BOA,7d600e774ffa,Checking,Cleared,No,No,Yes,Medical Provider,CLM-106186,Wire,Yes,Customer,50,No
TXN-000896,FinancialTransaction,TXN-000896,Premium Payment,,106186,6700.77,PAY-D0763E42E0,a13628738282fc2d,ACH,10/12/2015,Chase,bc539adec060,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,44,No
TXN-000897,FinancialTransaction,TXN-000897,Premium Payment,,311783,5729.46,PAY-091830C7C5,7c5c2b761f88bcf7,ACH,22/7/2015,Chase,145737724361,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,48,No
TXN-000898,FinancialTransaction,TXN-000898,Premium Payment,,528385,6443.68,PAY-5312DD32DC,c49baf699b50e00b,ACH,22/4/2015,Citibank,69579c5336c9,Savings,Pending,No,No,No,Insurance Carrier,,ACH,No,Customer,16,No
TXN-000899,FinancialTransaction,TXN-000899,Premium Payment,,228403,5011.2,PAY-EFD54FA0F9,5533626ff2a895b1,ACH,6/5/2015,Chase,6bd683ec1722,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,47,No
TXN-000900,FinancialTransaction,TXN-000900,Claim Payment,CLM-209177,209177,84590.0,PAY-AE25D0A598,764ddb3fb890976a,Credit Card,2/6/2015,Chase,a2940215b050,Checking,Cleared,No,Yes,No,Attorney,CLM-209177,Zelle,No,Unknown,44,No
TXN-000901,FinancialTransaction,TXN-000901,Premium Payment,,209177,8048.47,PAY-AE25D0A598,764ddb3fb890976a,ACH,11/5/2015,Wells Fargo,ee8cc000c916,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,38,No
TXN-000902,FinancialTransaction,TXN-000902,Premium Payment,,497929,6369.88,PAY-C28B776BD7,b1fd10e8bfdebf12,Check,17/9/2015,Citibank,f4770d649580,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,Yes,Unknown,50,No
TXN-000903,FinancialTransaction,TXN-000903,Premium Payment,,735844,5483.29,PAY-D2302DCB47,a6ba57b96a10f3ca,ACH,14/4/2015,Citibank,96983493bc48,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,13,No
TXN-000904,FinancialTransaction,TXN-000904,Premium Payment,,710741,447.68,PAY-B54626D871,3249c3a2c4113c17,ACH,19/2/2015,Citibank,a15557b8aaac,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,Hospital,34,No
TXN-000905,FinancialTransaction,TXN-000905,Claim Payment,CLM-276804,276804,5000.0,PAY-E4F8AD6343,70867222308af698,Credit Card,20/8/2015,BOA,de8c347c60e4,Checking,Pending,No,No,Yes,Lienholder,CLM-276804,ACH,No,Customer,22,No
TXN-000906,FinancialTransaction,TXN-000906,Premium Payment,,276804,490.86,PAY-E4F8AD6343,70867222308af698,ACH,13/10/2015,Citibank,8760644fdfc7,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,44,No
TXN-000907,FinancialTransaction,TXN-000907,Premium Payment,,507545,4783.88,PAY-A150761926,68ec4ba752c686e5,ACH,22/12/2015,BOA,3c23ee2ff214,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,RepairShop,45,No
TXN-000908,FinancialTransaction,TXN-000908,Claim Payment,CLM-485642,485642,61920.0,PAY-ED3573DDBC,fc4441aa2f2b435b,Check,1/1/2015,BOA,fe3e93953e4e,Checking,Cleared,No,No,No,Insured,CLM-485642,Venmo,No,Lawyer,12,No
TXN-000909,FinancialTransaction,TXN-000909,Premium Payment,,485642,5625.08,PAY-ED3573DDBC,fc4441aa2f2b435b,Check,13/8/2015,Wells Fargo,30801a815a12,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Customer,21,No
TXN-000910,FinancialTransaction,TXN-000910,Premium Payment,,796375,4047.55,PAY-7C71376851,b27df3049c899d09,Check,5/4/2015,Citibank,a2b3b0bb8cfa,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Unknown,36,No
TXN-000911,FinancialTransaction,TXN-000911,Claim Payment,CLM-171183,171183,64080.0,PAY-85967CCCFC,188ff82f6b54d4a8,Check,8/8/2015,Citibank,a492759ed829,Savings,Cleared,No,No,No,Medical Provider,CLM-171183,Check,No,Hospital,1,No
TXN-000912,FinancialTransaction,TXN-000912,Premium Payment,,171183,6081.38,PAY-85967CCCFC,188ff82f6b54d4a8,ACH,13/7/2015,Wells Fargo,7aa88d293f86,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,44,No
TXN-000913,FinancialTransaction,TXN-000913,Premium Payment,,110084,5462.53,PAY-310690A9A2,d5fd8b0af52ba01a,ACH,5/4/2015,BOA,01bc132baafa,Checking,Pending,No,No,No,Insurance Carrier,,Unknown,No,Customer,1,No
TXN-000914,FinancialTransaction,TXN-000914,Claim Payment,CLM-714784,714784,4400.0,PAY-072DA7E441,e13db9c0e9a3def8,ACH,1/2/2015,BOA,405b4a72ffbc,Savings,Cleared,No,No,Yes,Attorney,CLM-714784,Venmo,No,Hospital,54,No
TXN-000915,FinancialTransaction,TXN-000915,Premium Payment,,714784,439.24,PAY-072DA7E441,e13db9c0e9a3def8,ACH,20/9/2015,BOA,7dc563c2d9a1,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,RepairShop,5,No
TXN-000916,FinancialTransaction,TXN-000916,Claim Payment,CLM-143924,143924,71640.0,PAY-2ADA31FE19,6687b44a28b8b1cd,Wire Transfer,,Wells Fargo,1ee4cefc7862,Checking,Cleared,No,No,No,Attorney,CLM-143924,Zelle,No,Unknown,1,No
TXN-000917,FinancialTransaction,TXN-000917,Premium Payment,,143924,6236.96,PAY-2ADA31FE19,6687b44a28b8b1cd,ACH,6/4/2015,Citibank,731cbf1035b0,Savings,Pending,No,No,No,Insurance Carrier,,Wire,No,Customer,27,No
TXN-000918,FinancialTransaction,TXN-000918,Premium Payment,,996850,5422.87,PAY-A7C1FB5DCC,225db79ca4a4f29f,Check,4/2/2015,BOA,1d425e1fb1b4,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,RepairShop,7,No
TXN-000919,FinancialTransaction,TXN-000919,Premium Payment,,284834,5330.41,PAY-7D914450E4,b27d7a18a7e46526,Check,15/6/2015,Wells Fargo,572397159112,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,34,No
TXN-000920,FinancialTransaction,TXN-000920,Claim Payment,CLM-830878,830878,8700.0,PAY-036CD002EF,3aa6d08b952b8d97,Wire Transfer,,BOA,f74f3f648a16,Checking,Pending,No,No,Yes,Repair Shop,CLM-830878,Check,No,RepairShop,7,No
TXN-000921,FinancialTransaction,TXN-000921,Premium Payment,,830878,812.7,PAY-036CD002EF,3aa6d08b952b8d97,ACH,16/8/2015,Citibank,cf03a9794ccf,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,44,No
TXN-000922,FinancialTransaction,TXN-000922,Claim Payment,CLM-270208,270208,77100.0,PAY-910ADCA0CF,d47cd8f9fb4970dc,ACH,18/7/2015,Chase,345fb55104c3,Checking,Cleared,No,No,Yes,Attorney,CLM-270208,ACH,No,Unknown,29,No
TXN-000923,FinancialTransaction,TXN-000923,Premium Payment,,270208,7863.21,PAY-910ADCA0CF,d47cd8f9fb4970dc,ACH,25/9/2015,BOA,5fa74c15e557,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,23,No
TXN-000924,FinancialTransaction,TXN-000924,Claim Payment,CLM-407958,407958,59400.0,PAY-96B461DC4B,a7bb7ee27513743f,ACH,7/5/2015,BOA,22c572edb107,Checking,Cleared,No,No,Yes,Insured,CLM-407958,Wire,No,Lawyer,15,No
TXN-000925,FinancialTransaction,TXN-000925,Premium Payment,,407958,4936.74,PAY-96B461DC4B,a7bb7ee27513743f,ACH,18/10/2015,Chase,a215da93eca6,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,47,No
TXN-000926,FinancialTransaction,TXN-000926,Premium Payment,,832300,4467.31,PAY-0B4310A3FA,81514408941b50dc,ACH,19/8/2015,Wells Fargo,3ad6fc29e72e,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,19,No
TXN-000927,FinancialTransaction,TXN-000927,Claim Payment,CLM-927205,927205,74030.0,PAY-E9B6B426BE,bcdb73af76cad09f,ACH,,Wells Fargo,2f420c4a52d2,Checking,Cleared,No,No,No,Repair Shop,CLM-927205,Unknown,No,Lawyer,17,No
TXN-000928,FinancialTransaction,TXN-000928,Premium Payment,,927205,6881.6,PAY-E9B6B426BE,bcdb73af76cad09f,ACH,1/12/2015,Wells Fargo,23666f189f47,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,13,No
TXN-000929,FinancialTransaction,TXN-000929,Premium Payment,,655356,6073.43,PAY-A37E7F67BF,9c913d615960c002,ACH,22/12/2015,Wells Fargo,3ddc8fdae1b8,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,3,No
TXN-000930,FinancialTransaction,TXN-000930,Claim Payment,CLM-831053,831053,79560.0,PAY-E470EDD41D,53a63dfd938c00c1,Direct Deposit,24/5/2015,BOA,96b6994c36b6,Savings,Cleared,No,No,No,Repair Shop,CLM-831053,Wire,No,Hospital,2,No
TXN-000931,FinancialTransaction,TXN-000931,Premium Payment,,831053,6501.78,PAY-E470EDD41D,53a63dfd938c00c1,Check,1/2/2015,Chase,a35c5fb80ce4,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,Yes,Customer,40,No
TXN-000932,FinancialTransaction,TXN-000932,Claim Payment,CLM-432740,432740,4900.0,PAY-D5436DA946,dc0d0732d70e98dd,Direct Deposit,22/3/2015,Wells Fargo,33d531c46bea,Checking,Flagged,No,No,Yes,Insured,CLM-432740,Unknown,No,Lawyer,6,No
TXN-000933,FinancialTransaction,TXN-000933,Premium Payment,,432740,480.72,PAY-D5436DA946,dc0d0732d70e98dd,ACH,28/9/2015,BOA,9b0cbf67d802,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Lawyer,4,No
TXN-000934,FinancialTransaction,TXN-000934,Premium Payment,,893853,7750.79,PAY-915318FC3B,2d222eff2861e530,ACH,7/10/2015,BOA,b8cd8c793777,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Unknown,39,No
TXN-000935,FinancialTransaction,TXN-000935,Premium Payment,,594988,6888.39,PAY-BF32F7ADEA,aee93e2a848bb7ae,ACH,16/7/2015,BOA,969c9d28b170,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,43,No
TXN-000936,FinancialTransaction,TXN-000936,Premium Payment,,979544,3275.66,PAY-E10DDC49F7,a081303455423e72,Credit Card,2/11/2015,Citibank,084a6a1c9b5b,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,58,No
TXN-000937,FinancialTransaction,TXN-000937,Premium Payment,,191891,3671.22,PAY-3D26A27224,6f96486cace19c31,Check,17/11/2015,BOA,a5e408ce86af,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,54,No
TXN-000938,FinancialTransaction,TXN-000938,Premium Payment,,831479,4874.97,PAY-288BF54B55,c3c7c73e95234337,ACH,26/1/2015,BOA,08c877b020f7,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,14,No
TXN-000939,FinancialTransaction,TXN-000939,Claim Payment,CLM-714346,714346,40700.0,PAY-FFBEFAFCE6,14baa8e92b6fe049,ACH,12/4/2015,BOA,2077ab0492fa,Checking,Cleared,No,No,Yes,Attorney,CLM-714346,Venmo,No,Unknown,39,No
TXN-000940,FinancialTransaction,TXN-000940,Premium Payment,,714346,3705.54,PAY-FFBEFAFCE6,14baa8e92b6fe049,ACH,14/6/2015,Citibank,3173cd53e5f0,Checking,Pending,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,41,No
TXN-000941,FinancialTransaction,TXN-000941,Claim Payment,CLM-326289,326289,34650.0,PAY-0FA63727E9,a38042ab3267ea6e,ACH,,Wells Fargo,d26ef1c4c405,Checking,Cleared,No,No,No,Lienholder,CLM-326289,Zelle,No,Unknown,8,No
TXN-000942,FinancialTransaction,TXN-000942,Premium Payment,,326289,3074.79,PAY-0FA63727E9,a38042ab3267ea6e,ACH,8/4/2015,BOA,cb88b278b9b9,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,46,No
TXN-000943,FinancialTransaction,TXN-000943,Premium Payment,,944537,285.1,PAY-81397387AC,27fbbfea5371482b,Check,24/6/2015,Chase,81ed3a91bef3,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,8,No
TXN-000944,FinancialTransaction,TXN-000944,Claim Payment,CLM-779156,779156,78980.0,PAY-FB2DD9EFC9,da801ede3932eab6,Check,21/4/2015,Wells Fargo,86827c9a4e21,Checking,Cleared,No,Yes,No,Medical Provider,CLM-779156,Check,Yes,Lawyer,6,No
TXN-000945,FinancialTransaction,TXN-000945,Premium Payment,,779156,8147.94,PAY-FB2DD9EFC9,da801ede3932eab6,ACH,8/10/2015,Citibank,a27c5d38df31,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,Hospital,55,No
TXN-000946,FinancialTransaction,TXN-000946,Premium Payment,,856153,626.19,PAY-285CE1D3B9,aba7ab1f0622fb7a,ACH,16/3/2015,Wells Fargo,4b4b2da74a1f,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,39,No
TXN-000947,FinancialTransaction,TXN-000947,Premium Payment,,473338,7529.79,PAY-182B71046F,a44b865661d33373,Check,22/10/2015,BOA,b9124bc6be51,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,9,No
TXN-000948,FinancialTransaction,TXN-000948,Premium Payment,,521694,6804.86,PAY-166ECB5B8E,628fa9ae8b40ac81,ACH,7/4/2015,BOA,0eae1be3dff3,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,25,No
TXN-000949,FinancialTransaction,TXN-000949,Premium Payment,,136520,627.49,PAY-0AB26C00A7,f255d5ff06af5181,ACH,11/8/2015,Wells Fargo,d511526ccc33,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,43,No
TXN-000950,FinancialTransaction,TXN-000950,Claim Payment,CLM-730819,730819,87890.0,PAY-33E12F5D55,a67d2c6ee2d7c835,Wire Transfer,7/3/2015,BOA,37879a7c8132,Checking,Cleared,No,Yes,No,Medical Provider,CLM-730819,Wire,No,Unknown,49,No
TXN-000951,FinancialTransaction,TXN-000951,Premium Payment,,730819,7117.74,PAY-33E12F5D55,a67d2c6ee2d7c835,ACH,20/5/2015,Chase,ab698cce15d0,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,RepairShop,58,No
TXN-000952,FinancialTransaction,TXN-000952,Claim Payment,CLM-912665,912665,60500.0,PAY-0500BAD1C7,aaca4ed1b06c491a,Direct Deposit,17/12/2015,Wells Fargo,f612338a8205,Checking,Cleared,No,No,Yes,Medical Provider,CLM-912665,Check,No,Lawyer,42,No
TXN-000953,FinancialTransaction,TXN-000953,Premium Payment,,912665,4925.13,PAY-0500BAD1C7,aaca4ed1b06c491a,Check,2/8/2015,Citibank,83ec30c2fd80,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,37,No
TXN-000954,FinancialTransaction,TXN-000954,Claim Payment,CLM-469966,469966,88220.0,PAY-3E1B2885D6,694a349a8a600f17,Credit Card,16/11/2015,Wells Fargo,29a14d5c62f0,Checking,Cleared,No,No,No,Lienholder,CLM-469966,ACH,No,Hospital,52,No
TXN-000955,FinancialTransaction,TXN-000955,Premium Payment,,469966,7250.58,PAY-3E1B2885D6,694a349a8a600f17,Credit Card,10/9/2015,BOA,3ceb703e98eb,Savings,Pending,No,No,No,Insurance Carrier,,Check,No,Unknown,12,No
TXN-000956,FinancialTransaction,TXN-000956,Claim Payment,CLM-952300,952300,53680.0,PAY-D90F567426,82de478d8bdac49a,ACH,13/11/2015,Citibank,403deabb595a,Checking,Cleared,No,No,No,Attorney,CLM-952300,Zelle,No,Hospital,58,No
TXN-000957,FinancialTransaction,TXN-000957,Premium Payment,,952300,5123.16,PAY-D90F567426,82de478d8bdac49a,Check,3/3/2015,Chase,7d72b6e2242e,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,8,No
TXN-000958,FinancialTransaction,TXN-000958,Premium Payment,,322609,5303.25,PAY-3B3378C8A8,128bddd375a96e32,ACH,22/7/2015,Citibank,1c190fd956a5,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,45,No
TXN-000959,FinancialTransaction,TXN-000959,Premium Payment,,890280,5367.05,PAY-FD9051E858,911944c0480de51e,ACH,19/5/2015,Chase,6ec7a95a285b,Savings,Pending,No,No,No,Insurance Carrier,,Check,No,Unknown,12,No
TXN-000960,FinancialTransaction,TXN-000960,Premium Payment,,431583,5550.41,PAY-F4317B2E8D,c1c413ec2a748fff,ACH,17/1/2015,Wells Fargo,540c1fe85a6a,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Lawyer,17,No
TXN-000961,FinancialTransaction,TXN-000961,Premium Payment,,155912,268.29,PAY-B0E63AB815,c6698aaa37a4d8e1,ACH,10/1/2015,Chase,2c0abd41566c,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,19,No
TXN-000962,FinancialTransaction,TXN-000962,Premium Payment,,110143,533.72,PAY-0BBB2EE396,19b666578d4633df,Check,25/6/2015,Wells Fargo,bd71819a2d03,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,30,No
TXN-000963,FinancialTransaction,TXN-000963,Claim Payment,CLM-808544,808544,7370.0,PAY-4E74257079,949e6cc8200e4674,Credit Card,,Citibank,387107f49b34,Checking,Cleared,No,No,No,Insured,CLM-808544,Unknown,No,Unknown,43,No
TXN-000964,FinancialTransaction,TXN-000964,Premium Payment,,808544,692.48,PAY-4E74257079,949e6cc8200e4674,ACH,12/6/2015,BOA,e247fbdbc6cd,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,60,No
TXN-000965,FinancialTransaction,TXN-000965,Claim Payment,CLM-409074,409074,50800.0,PAY-43C40AE560,901f4c9db0bb7be9,ACH,,Wells Fargo,cb7863b3e834,Savings,Cleared,No,Yes,Yes,Repair Shop,CLM-409074,ACH,Yes,Unknown,5,No
TXN-000966,FinancialTransaction,TXN-000966,Premium Payment,,409074,4278.0,PAY-43C40AE560,901f4c9db0bb7be9,Check,26/2/2015,Wells Fargo,4126dc364022,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,RepairShop,41,No
TXN-000967,FinancialTransaction,TXN-000967,Claim Payment,CLM-824728,824728,41520.0,PAY-DF6E982D4A,0b9ef02677d73f86,ACH,8/12/2015,Wells Fargo,4a2f8ab058fa,Checking,Flagged,No,No,No,Repair Shop,CLM-824728,Unknown,No,Hospital,30,No
TXN-000968,FinancialTransaction,TXN-000968,Premium Payment,,824728,4309.62,PAY-DF6E982D4A,0b9ef02677d73f86,ACH,25/1/2015,Chase,34403bdfa3ad,Checking,Cleared,No,No,No,Insurance Carrier,,Check,Yes,Customer,60,No
